,PoI_GT_centerLatAngle,PoI_GT_visibleMinLatAngle,PoI_GT_visibleMaxLatAngle,PoI_GT_minLatAngle,PoI_GT_maxLatAngle,PoI_GT_adjustedMinLatAngle,PoI_GT_adjustedMaxLatAngle,PoI_GT_centerLatAngle_predicted
2173,0.3109478954999999,0.2009619419999999,0.3314702475,0.2009619419999999,0.4277785905,0.2009619419999999,0.3314702475,0.23439264
952,-0.393549246,-0.4887684065,-0.2343887215,-0.5757236965,-0.2343887215,-0.494351242,0.0,-0.34248236
2520,0.3596448074999999,0.263197464,0.3151039395,0.263197464,0.4604107465,0.263197464,0.3151039395,0.24511182
936,0.396036016,0.17925331975,0.556027847,0.17925331975,0.6508762019999998,0.0,0.63222454825,0.26610756
3898,-0.3437990595,-0.4528368330000001,-0.1419042614499999,-0.5885258365,-0.1419042614499999,-0.5095322042499999,-0.1419042614499999,-0.25572392
3595,-0.528826597,-0.501905883,-0.323332321,-0.7336954990000001,-0.323332321,-0.501905883,-0.323332321,-0.20561442
814,-0.275797721,-0.2590417015,-0.1661728189999999,-0.400635733,-0.1661728189999999,-0.2590417015,-0.1661728189999999,-0.22947818
1791,-0.5971834869999999,-0.9825012119999998,-0.2333670402,-0.9825012119999998,-0.2333670402,-3.1420000000000003,-0.2333670402,-0.4018534
3151,-0.4070057009999999,-0.4578424235,-0.2788407014999999,-0.5488503815,-0.2788407014999999,-0.4578424235,0.0,-0.3566598
223,-0.7356701625000001,-0.8597422185000001,-0.3468367007499999,-1.090129165,-0.3468367007499999,-0.8757315885000001,-0.3468367007499999,-0.20863058
2564,0.4566662649999999,0.3316559795,0.4026923190000001,0.3316559795,0.584981153,0.3316559795,0.4026923190000001,0.23438519
2257,-0.6455260835,-0.6224204459999999,-0.461782146,-0.820071042,-0.461782146,-0.6224204459999999,-0.461782146,-0.42279
4252,-0.467124682,-0.6562567515,-0.2826171815,-0.6562567515,-0.2826171815,-3.1420000000000003,-0.2826171815,-0.33074448
1046,-0.8274616535,-0.9107014705,-0.6045838725,-1.0227844665,-0.6045838725,-0.919468643,-0.6045838725,-0.5844176
3099,-0.6422825955,-0.6152327544999999,-0.36970812,-0.921602894,-0.36970812,-0.6152327544999999,-0.36970812,-0.39488748
4372,-1.072557036,-1.399790114,-0.5950601470000001,-1.610338215,-0.5571540070000001,-1.4037337965,-0.5950601470000001,-0.61563283
2531,-0.8504361829999999,-1.0357032665,-0.350089365,-1.3631495394999995,-0.350089365,-1.0357032665,-0.350089365,-0.3439797
951,0.5203015575000001,0.3662379035,0.63467554,0.3662379035,0.686531212,0.3662379035,0.64366386225,0.33072442
3384,-0.6037295125,-0.680685734,-0.21979405,-1.014339876,-0.21979405,-0.685813704,-0.21979405,-0.30413094
2862,-0.3184452464999999,-0.3279838455,-0.194550415,-0.450741455,-0.194550415,-0.3279838455,-0.194550415,-0.20561442
4031,0.3019854139999999,0.1505937455,0.298179882,0.1505937455,0.4674775925,0.1505937455,0.298179882,0.14534798
2210,1.5766641149999998,1.1979445830000002,1.955896895,1.1979445830000002,1.955896895,1.08583714475,3.1420000000000003,0.88716036
4790,-0.321275793,-0.243913455,-0.1932923255,-0.4674863764999999,-0.1932923255,-0.243913455,-0.1932923255,-0.20561442
4478,-0.167866886,-0.2324614269999999,-0.10681186995,-0.2324614269999999,-0.10681186995,-3.1420000000000003,-0.10681186995,-0.20561442
1838,0.0773573382374999,0.020100247815,0.13815588585,0.020100247815,0.13815588585,0.020100247815,3.1420000000000003,0.21235582
141,-0.4733716979999999,-0.6129725205000001,-0.3375752035,-0.6129725205000001,-0.3375752035,-3.1420000000000003,-0.3375752035,-0.35701388
4507,0.3644165655,0.2354064594999999,0.3029332179999999,0.2354064594999999,0.5008740489999999,0.2354064594999999,0.3029332179999999,0.2332164
3578,-0.439338242,-0.530913885,-0.3108151624999999,-0.5721454039999999,-0.3108151624999999,-0.53776965625,-0.3108151624999999,-0.27357063
486,-0.5168057045000001,-0.4889948869999999,-0.3680073705,-0.6672495785,-0.3680073705,-0.4889948869999999,-0.3680073705,-0.35650444
202,0.3402588594999999,0.2180479594999999,0.364788841,0.2180479594999999,0.4695779349999999,0.2180479594999999,0.364788841,0.26068655
