participant,trigger,x,y,z,gx,gy,target,difference,side,angle_p,angle_g,l_g,l_p,cond,sgb,sgm,sgc,f_b,f_m,f_c,h_B_w,distance,dense_column,VS left,VS right,Height,DomHand,regularity,Geschlecht
18,58.0,-0.36753852000000004,-0.11941291,-0.21432673666666666,242.0966666666667,-147.81,10.720473895191821,1.7443924653356586,0.5,21.0,19.25560753466434,10.699999999999998,1.0,3.0,1.6000000000000003,0.0,9.1,1.0,0.0,5.0,5.876333786110782,near,non_dense,0.0,0.0,117,2,3,1
18,59.0,-0.38894663333333335,-0.14920851,-0.21583222333333332,115.37666666666667,-167.54666666666665,7.184343815245771,3.1566360967289917,0.5,12.333333333333334,9.176697236604342,9.3,0.8000000000000002,3.0,1.7,1.6000000000000003,6.0,1.0,1.0,6.0,2.5485343303067998,near,non_dense,0.0,0.0,117,2,3,1
18,60.0,-0.36586004666666666,-0.10214139,-0.2297726,318.93,-223.04666666666665,10.78216335977622,-9.033355913512269,0.5,16.333333333333332,25.3666892468456,3.4,0.6999999999999998,3.0,0.0,0.0,3.4,0.0,0.0,5.0,4.044056168118412,near,non_dense,0.0,0.0,117,2,3,1
18,61.0,-0.3713959766666666,-0.12523080666666667,-0.22156248666666667,169.01333333333335,-160.97666666666666,9.0064604577602,4.55721097030634,0.5,18.0,13.442789029693662,9.3,0.8000000000000002,3.0,0.0,1.3999999999999997,7.900000000000001,0.0,1.0,3.0,4.268885989014756,near,non_dense,0.0,0.0,117,2,3,1
18,62.0,-0.37393861999999994,-0.08488260666666668,-0.22282013999999997,424.26666666666665,-178.3166666666667,13.301387063975042,-12.411503123344813,0.5,21.333333333333332,33.744836456678144,3.5,0.8000000000000002,3.0,0.5,0.8000000000000002,2.2,1.0,1.0,2.0,5.004799883505379,near,non_dense,0.0,0.0,117,2,3,1
18,65.0,-0.25010884666666666,-0.19772625666666666,-0.22951538000000002,-197.54999999999998,-177.9333333333333,-8.82346211244239,2.7125057558534746,-0.5,-13.0,-15.712505755853476,5.1,0.8000000000000002,3.0,0.0,0.0,5.1,0.0,0.0,3.0,3.5005617407986214,near,non_dense,0.0,0.0,117,2,3,1
18,66.0,-0.36345072666666667,-0.10711406,-0.22736087333333335,294.31,-192.17999999999998,9.644987611596902,-3.4084918704390597,0.5,20.0,23.40849187043906,4.0,0.9,3.0,0.9,0.0,3.1,1.0,0.0,5.0,3.623180166013139,near,non_dense,0.0,0.0,117,2,3,1
18,67.0,-0.23824974333333335,-0.21545199666666667,-0.23880156,-345.18,-170.54999999999998,-14.272328792719657,12.787865030653014,-0.5,-14.666666666666666,-27.45453169731968,2.6,0.6999999999999998,3.0,0.5,0.5,1.6000000000000003,1.0,1.0,2.0,4.426246042430816,near,non_dense,0.0,0.0,117,2,3,1
18,68.0,-0.25390717999999995,-0.24479584666666668,-0.23520148666666665,-330.8766666666667,-125.58999999999999,-12.461391187660952,10.983556210972472,-0.5,-15.333333333333334,-26.316889544305806,3.2000000000000006,0.8000000000000002,3.0,1.8999999999999997,0.0,1.3,2.0,0.0,1.0,3.9537303893251,near,non_dense,0.0,0.0,117,2,3,1
18,69.0,-0.32417033333333334,-0.09196682333333334,-0.23007249333333335,362.8866666666667,-257.06333333333333,12.237235226344625,6.137135718944665,0.5,35.0,28.862864281055334,3.9,0.8000000000000002,3.0,0.9,0.0,3.0,1.0,0.0,5.0,4.651927517361736,near,non_dense,0.0,0.0,117,2,3,1
18,70.0,-0.3436945966666667,-0.09921822333333334,-0.24045560666666665,326.55,-253.46,10.841927337034896,-7.972760083897506,0.5,18.0,25.97276008389751,4.7,0.6999999999999998,3.0,1.1,0.0,3.6,1.0,0.0,4.0,4.058667778912831,near,non_dense,0.0,0.0,117,2,3,1
18,72.0,-0.28426826666666666,-0.20164545666666667,-0.28121935333333337,-318.54,-138.61,-13.145809931850799,15.00233653996237,-0.5,-10.333333333333334,-25.335669873295704,4.6,0.5,3.0,1.3999999999999997,0.0,3.2000000000000006,1.0,0.0,5.0,4.199697195919899,near,non_dense,0.0,0.0,117,2,3,1
18,74.0,-0.35493021999999996,-0.12957026,-0.22558307666666666,167.80000000000004,-201.53,7.106672166438308,1.9870490213504766,0.5,15.333333333333334,13.346284311982856,6.099999999999999,1.1,4.0,2.2,0.0,3.9,1.0,0.0,6.0,2.4567024291460196,far,non_dense,0.0,0.0,117,2,3,1
18,75.0,-0.2737645633333333,-0.23226837333333336,-0.25707231,-236.62,-149.25666666666666,-9.324690291540847,3.820010690711461,-0.5,-15.0,-18.82001069071146,5.5,0.8000000000000002,4.0,3.4,0.0,2.1,2.0,0.0,3.0,3.155159429257102,far,non_dense,0.0,0.0,117,2,3,1
18,76.0,-0.31022215999999997,-0.23665326666666667,-0.23846346,-186.3033333333333,-85.52333333333333,-6.514044085964554,-0.1820187429274173,-0.5,-15.0,-14.817981257072583,7.400000000000001,0.6,4.0,2.2,0.0,5.2,1.0,0.0,6.0,2.2181231318240164,far,non_dense,0.0,0.0,117,2,3,1
18,77.0,-0.25780902333333333,-0.21351008999999999,-0.23188894666666668,-180.78666666666666,-153.74000000000004,-6.899330180542368,1.379202938909459,-0.5,-13.0,-14.379202938909458,9.2,1.0,4.0,2.0,1.3,5.900000000000001,1.0,1.0,6.0,2.145770593978703,far,non_dense,0.0,0.0,117,2,3,1
18,78.0,-0.3658099066666667,-0.10302415999999999,-0.22620537333333335,199.96666666666667,-301.1066666666666,8.86591509343081,2.7619468439441506,0.5,18.666666666666668,15.904719822722518,5.8,0.8000000000000002,4.0,3.0,0.0,2.7999999999999994,2.0,0.0,3.0,3.007988338906747,far,non_dense,0.0,0.0,117,2,3,1
18,80.0,-0.27245980666666664,-0.18583547333333336,-0.23807641333333332,-336.52,-179.24,-10.972498334098715,15.43240919746804,-0.5,-11.333333333333334,-26.765742530801372,8.3,0.6999999999999998,4.0,0.5,0.9,6.900000000000001,1.0,1.0,6.0,5.215829018460664,far,non_dense,0.0,0.0,117,2,3,1
18,81.0,-0.26472255666666666,-0.20588399999999998,-0.2525536566666667,-419.67,-146.30666666666667,-13.984443859902655,14.379232045350689,-0.5,-19.0,-33.37923204535068,2.5,0.8000000000000002,4.0,0.0,0.0,2.5,0.0,0.0,2.0,4.470321905497706,far,non_dense,0.0,0.0,117,2,3,1
18,82.0,-0.37239817000000003,-0.11316621666666667,-0.23333072,235.14333333333335,-256.4533333333333,7.7344966632905,-5.702561267783204,0.5,13.0,18.702561267783206,8.2,0.6999999999999998,4.0,1.0,1.6000000000000003,5.599999999999999,1.0,1.0,5.0,2.707789136896821,far,non_dense,0.0,0.0,117,2,3,1
18,84.0,-0.3512375366666667,-0.09542162,-0.23971971,399.24,-4.646666666666666,12.045550657770052,0.24570590753256324,0.5,32.0,31.754294092467436,4.6,1.0,4.0,0.5,0.4000000000000001,3.7000000000000006,1.0,1.0,3.0,4.045372537596879,far,non_dense,0.0,0.0,117,2,3,1
18,85.0,-0.3874330033333333,-0.14964683333333334,-0.2250596,497.90666666666675,334.31666666666666,6.563518740319062,-27.268597144408094,0.5,12.333333333333334,39.601930477741426,8.8,0.6999999999999998,4.0,0.0,1.3,7.5,0.0,1.0,5.0,2.4251302041929743,far,non_dense,0.0,0.0,117,2,3,1
18,87.0,-0.36613868666666666,-0.10797728,-0.22471598666666667,215.3766666666667,-268.56666666666666,9.113217139037202,-0.1303827622198727,0.5,17.0,17.13038276221987,5.0,1.0,4.0,2.2,0.0,2.7999999999999994,1.0,0.0,4.0,3.4385146342306263,far,non_dense,0.0,0.0,117,2,3,1
18,88.0,-0.3533573333333333,-0.08387418666666667,-0.23413467666666665,248.59666666666666,-261.37666666666667,11.319279489401277,2.8940695728373185,0.5,22.666666666666668,19.772597093829347,5.3,0.6,4.0,0.0,0.0,5.3,0.0,0.0,3.0,4.36914068122512,far,non_dense,0.0,0.0,117,2,3,1
18,89.0,-0.38765483333333334,-0.12317866666666666,-0.23052184333333334,149.10000000000002,-237.28333333333333,6.868352641158047,1.1410548813072463,0.5,13.0,11.858945118692754,3.0,0.6,4.0,0.0,0.0,3.0,0.0,0.0,6.0,3.304693381383761,far,non_dense,0.0,0.0,117,2,3,1
18,90.0,-0.42086416333333326,-0.16780403,-0.22937971333333332,44.126666666666665,-241.89000000000001,5.3483514814560325,2.4903037003967214,0.5,6.0,3.5096962996032786,9.0,1.0,4.0,4.4,0.0,4.6,2.0,0.0,4.0,2.1259454481803566,far,non_dense,0.0,0.0,117,2,3,1
18,91.0,-0.27455942666666666,-0.1988795733333333,-0.23851976333333336,-379.3666666666666,-203.42999999999998,-8.523072248767615,17.173631655676772,-0.5,-13.0,-30.173631655676772,6.5,0.8000000000000002,4.0,0.0,0.0,6.5,0.0,0.0,4.0,2.8500303925832946,far,non_dense,0.0,0.0,117,2,3,1
18,92.0,-0.28170973,-0.21056096666666668,-0.22039922666666667,-245.25,-176.5233333333333,-5.783797637966707,6.50641375157208,-0.5,-13.0,-19.50641375157208,9.7,1.1,4.0,0.5,0.6999999999999998,8.5,1.0,1.0,6.0,1.9372964644549855,far,non_dense,0.0,0.0,117,2,3,1
18,93.0,-0.30467527,-0.23474032,-0.25093787,-229.53666666666666,-203.20333333333335,-5.918129599439347,6.9232912993136955,-0.5,-11.333333333333334,-18.25662463264703,9.4,0.6999999999999998,4.0,0.8000000000000002,1.7,6.900000000000001,1.0,1.0,5.0,2.221311238146537,far,non_dense,0.0,0.0,117,2,3,1
18,94.0,-0.28353773666666665,-0.18699201666666668,-0.25668939333333335,-271.59999999999997,-223.9433333333333,-7.286847112685742,14.602209887571775,-0.5,-7.0,-21.602209887571775,5.5,0.8000000000000002,4.0,0.0,1.3999999999999997,4.1,0.0,1.0,4.0,2.494351278822458,far,non_dense,0.0,0.0,117,2,3,1
18,96.0,-0.29693864,-0.23787226333333333,-0.29072877,-265.9533333333333,-148.68666666666664,-10.81391890363406,8.819758444892015,-0.5,-12.333333333333334,-21.153091778225345,7.099999999999999,0.8000000000000002,4.0,1.8999999999999997,0.0,5.2,1.0,0.0,5.0,4.853093735429532,far,non_dense,0.0,0.0,117,2,3,1
23,1.0,-0.402846545,-0.24633116166666666,-0.3208040833333333,-217.37333333333333,-123.33999999999999,-13.351318746312588,6.734899406045393,-0.5,-10.5,-17.23489940604539,1.5,0.5,1.0,1.0,0.0,0.5,2.0,0.0,1.0,1.824776017671093,near,dense,99.0,99.0,112,2,4,1
23,2.0,-0.46119344333333334,-0.08248095666666667,-0.22320766666666667,368.3333333333333,-197.91,12.046908578693282,-17.537412097487408,0.5,11.666666666666666,29.204078764154076,3.2000000000000006,2.1,1.0,1.1,0.9,1.2,2.0,1.0,3.0,1.7956391730700147,near,dense,99.0,99.0,112,2,4,1
23,4.0,-0.4457702733333333,-0.04261376,-0.22112079666666665,343.8733333333334,-198.23333333333335,14.243027337494338,-5.264716501969802,0.5,22.0,27.2647165019698,2.1,3.0,1.0,0.0,0.0,2.1,0.0,0.0,3.0,2.223953562918096,near,dense,99.0,99.0,112,2,4,1
23,5.0,-0.43814402999999996,-0.01854627,-0.21467702,154.23000000000002,-66.64666666666666,17.707093527710043,13.771551852138957,0.5,26.0,12.228448147861045,0.6,1.8,1.0,0.0,0.0,0.6,0.0,0.0,1.0,2.7822958707931686,near,dense,99.0,99.0,112,2,4,1
23,6.0,-0.4643833533333333,-0.06415352333333334,-0.21597272999999997,356.40000000000003,-164.63666666666666,12.730855952235421,-13.257919470256596,0.5,15.0,28.257919470256596,5.3,2.0,1.0,2.4,0.0,2.9,3.0,0.0,5.0,1.9097352693753749,near,dense,99.0,99.0,112,2,4,1
23,7.0,-0.4551880366666667,-0.05070499333333334,-0.21743532666666665,395.63000000000005,-196.97666666666666,14.100951306407845,-9.035018743034845,0.5,22.333333333333332,31.368352076368183,5.5,2.1,1.0,1.8,1.7,2.0,2.0,2.0,3.0,1.767326428078771,near,dense,99.0,99.0,112,2,4,1
23,8.0,-0.4541659633333333,-0.04031712666666667,-0.21180539333333334,431.43666666666667,-226.49666666666667,14.908885441857445,-12.207358538671732,0.5,22.0,34.207358538671734,5.0,1.7,1.0,1.1,2.4,1.5,1.0,1.0,2.0,2.31880282097544,near,dense,99.0,99.0,112,2,4,1
23,9.0,-0.4474542833333333,-0.012897126666666666,-0.21618234333333333,269.81333333333333,-191.93666666666664,16.50406302748001,1.6072855069168537,0.5,23.0,21.392714493083144,2.2,0.9,1.0,0.0,0.5,1.7,0.0,1.0,3.0,2.6249992626865595,near,dense,99.0,99.0,112,2,4,1
23,11.0,-0.3708881533333333,0.019334803333333334,-0.18223728333333333,654.87,-259.4633333333333,24.39503936250232,-8.906001656533478,0.5,40.666666666666664,49.57266832320014,0.6,0.8000000000000002,1.0,0.0,0.0,0.6,0.0,0.0,1.0,4.052485022055223,near,dense,99.0,99.0,112,2,4,1
23,12.0,-0.4479856766666666,-0.04622211666666667,-0.2113271333333333,450.0366666666667,-207.96333333333334,15.093239139944018,-13.34876511035179,0.5,22.333333333333332,35.68209844368513,1.2,1.2,1.0,0.6999999999999998,0.0,0.5,1.0,0.0,1.0,2.3367950635751806,near,dense,99.0,99.0,112,2,4,1
23,13.0,-0.47218150666666664,-0.06788351333333333,-0.21873635,359.2966666666666,-117.47333333333334,12.678796801422274,-13.487587745786463,0.5,15.0,28.487587745786467,5.0,1.8999999999999997,1.0,1.8999999999999997,0.6999999999999998,2.4,1.0,1.0,4.0,1.982907808182107,near,dense,99.0,99.0,112,2,4,1
23,14.0,-0.45642175,-0.08750903333333333,-0.20885507,387.58666666666664,-207.85333333333332,13.07107685017717,-19.063952902390163,0.5,11.666666666666666,30.73061956905683,3.7000000000000006,1.2,1.0,0.9,0.4000000000000001,2.4,1.0,1.0,4.0,2.0892905119867704,near,dense,99.0,99.0,112,2,4,1
23,15.0,-0.41405365666666666,-0.049561136666666665,-0.19330831333333334,494.9166666666667,-256.5733333333333,15.162333487670239,-13.907169784384102,0.5,25.333333333333332,39.24050311771743,1.8,1.1,1.0,0.5,0.9,0.4000000000000001,1.0,2.0,1.0,2.4511562659241406,near,dense,99.0,99.0,112,2,4,1
23,17.0,-0.4361909033333333,-0.058626160000000004,-0.20314292333333336,243.28999999999996,-144.91666666666666,12.94130161823736,-0.9564231984251611,0.5,18.333333333333332,19.289756531758496,3.6,2.1,1.0,1.3999999999999997,1.1,1.1,2.0,1.0,2.0,1.6336030725106514,near,dense,99.0,99.0,112,2,4,1
23,19.0,-0.4223470866666667,-0.025220013333333333,-0.21648339333333333,293.7966666666667,-191.82666666666668,16.716804307420002,3.039050091760695,0.5,26.333333333333332,23.29428324157264,1.1,1.8999999999999997,1.0,0.6999999999999998,0.0,0.4000000000000001,1.0,0.0,1.0,3.3795645840347692,near,dense,99.0,99.0,112,2,4,1
23,20.0,-0.3818237,-0.3440006666666667,-0.24990590333333332,-39.25333333333333,-107.33666666666666,-17.797647621597452,-20.88771736174952,-0.5,-24.0,-3.1122826382504827,0.8000000000000002,2.5,1.0,0.4000000000000001,0.0,0.4000000000000001,1.0,0.0,1.0,2.7285815193505356,near,dense,99.0,99.0,112,2,4,1
23,22.0,-0.44116306,-0.02909753333333333,-0.22190040666666666,446.3966666666667,-111.67666666666668,16.970032890551835,-10.393493430015837,0.5,25.0,35.39349343001584,0.6999999999999998,1.1,1.0,0.0,0.6999999999999998,0.0,0.0,1.0,0.0,2.7955851368876594,near,dense,99.0,99.0,112,2,4,1
23,23.0,-0.3839620533333334,-0.34739085999999997,-0.24923220999999998,-473.79333333333335,-146.13666666666666,-14.683438947056798,16.56569545139667,-0.5,-21.0,-37.56569545139667,0.9,1.3999999999999997,1.0,0.0,0.0,0.9,0.0,0.0,2.0,2.29054399599173,near,dense,99.0,99.0,112,2,4,1
23,24.0,-0.4960583566666667,-0.1666810333333333,-0.23163847333333334,64.75,-185.4333333333333,4.4864597417116325,-3.1338391854632843,0.5,2.0,5.133839185463285,7.5,1.5,1.0,2.7999999999999994,1.0,3.7000000000000006,2.0,1.0,3.0,1.242815813225512,near,dense,99.0,99.0,112,2,4,1
23,25.0,-0.45581261333333334,-0.025701563333333333,-0.21429022666666667,222.32000000000002,-136.44333333333333,16.535807187425974,4.706227113839934,0.5,22.333333333333332,17.6271062194934,3.7000000000000006,1.5,2.0,1.0,0.8000000000000002,1.8999999999999997,2.0,1.0,4.0,2.8223753689652633,far,dense,99.0,99.0,112,2,4,1
23,26.0,-0.44433218333333335,-0.04592026,-0.20719846666666666,423.84,-260.43666666666667,15.445355926947016,-10.938374265638481,0.5,22.666666666666668,33.60504093230515,1.8999999999999997,1.3,2.0,0.0,0.0,1.8999999999999997,0.0,0.0,3.0,2.62767966148221,far,dense,99.0,99.0,112,2,4,1
23,27.0,-0.4504354,-0.036215203333333335,-0.21198859,37.116666666666674,-113.35666666666667,16.563303190941486,22.3904607809455,0.5,25.333333333333332,2.9428725523878345,2.3,1.8999999999999997,2.0,1.8,0.0,0.5,4.0,0.0,1.0,2.8023296929581587,far,dense,99.0,99.0,112,2,4,1
23,29.0,-0.4404312266666666,-0.10172002666666667,-0.26260669,393.50666666666666,-192.46666666666667,12.701839963820582,-9.866665818394424,0.5,21.333333333333332,31.199999151727756,6.2,1.1,2.0,0.6,2.2,3.4,1.0,1.0,6.0,2.2337187556491958,far,dense,99.0,99.0,112,2,4,1
23,30.0,-0.45608957666666666,-0.04048347333333333,-0.21133447000000002,438.3866666666667,-238.41,15.161527960258647,-10.091737159093405,0.5,24.666666666666668,34.75840382576007,4.7,2.7999999999999994,2.0,0.6,1.7,2.4,1.0,2.0,4.0,2.6700434003927307,far,dense,99.0,99.0,112,2,4,1
23,31.0,-0.45357010666666664,-0.061139196666666666,-0.20873543333333333,413.7033333333334,-273.93,14.249333720718658,-10.468000779770078,0.5,22.333333333333332,32.801334113103415,9.2,2.5,2.0,1.6000000000000003,3.6,4.0,2.0,1.0,5.0,3.9599801588229924,far,dense,99.0,99.0,112,2,4,1
23,32.0,-0.44355028999999996,-0.05458748,-0.20684565666666666,58.47333333333332,-128.24,14.019615032188932,21.030486126569013,0.5,25.666666666666668,4.636180540097654,4.3,3.0,2.0,2.7999999999999994,0.0,1.5,4.0,0.0,1.0,2.4294982536960257,far,dense,99.0,99.0,112,2,4,1
23,33.0,-0.4321779233333333,-0.033506023333333336,-0.19941717333333334,424.84666666666664,-244.4766666666667,16.0108225433659,-9.018189937916986,0.5,24.666666666666668,33.68485660458365,4.5,2.4,2.0,1.6000000000000003,0.0,2.9,3.0,0.0,3.0,2.7535218527033707,far,dense,99.0,99.0,112,2,4,1
23,34.0,-0.4478975733333333,-0.0050681066666666665,-0.21120841999999998,150.26,-116.16333333333334,18.51262012943857,15.752988272725153,0.5,27.666666666666668,11.913678393941515,1.0,2.4,2.0,0.5,0.0,0.5,1.0,0.0,1.0,3.2155469419876312,far,dense,99.0,99.0,112,2,4,1
23,35.0,-0.4293108666666667,0.0126469,-0.20331435,244.87999999999997,-165.46666666666667,20.404500419322435,11.250843659157027,0.5,30.666666666666668,19.41582300750964,0.4000000000000001,1.8,2.0,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,3.6187084277848687,far,dense,99.0,99.0,112,2,4,1
23,37.0,-0.4400470033333333,-0.026370326666666666,-0.20599722666666667,12.53666666666667,-143.59666666666666,15.935128649546625,25.672670827463197,0.5,26.666666666666668,0.993995839203471,1.8,1.8,2.0,1.3,0.0,0.5,3.0,0.0,1.0,2.880310851039086,far,dense,99.0,99.0,112,2,4,1
23,39.0,-0.47209375,-0.03376477666666667,-0.21950938,137.63666666666668,-45.35,14.78031206310145,11.087188993206462,0.5,22.0,10.912811006793538,3.1,1.6000000000000003,2.0,1.2,0.6999999999999998,1.2,1.0,1.0,2.0,2.6444692996737715,far,dense,99.0,99.0,112,2,4,1
23,40.0,-0.44732437666666663,-0.00391927,-0.21074395999999998,330.46,-159.16333333333333,17.580980995220127,0.465454354262081,0.5,26.666666666666668,26.20121231240459,0.4000000000000001,1.8999999999999997,2.0,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,3.2459945171774707,far,dense,99.0,99.0,112,2,4,1
23,41.0,-0.46489943,-0.03279743333333333,-0.21965332,6.48333333333331,-92.82333333333334,15.619186753136432,21.81928868902311,0.5,22.333333333333332,0.5140446443102218,3.1,1.8,2.0,0.0,0.5,2.6,0.0,1.0,3.0,3.9438390084072297,far,dense,99.0,99.0,112,2,4,1
23,42.0,-0.36246431999999995,-0.33987129666666666,-0.24994482666666665,-214.33333333333334,-136.99333333333334,-16.461986599192212,-8.339466685956797,-0.5,-25.333333333333332,-16.99386664737654,0.5,3.6,2.0,0.5,0.0,0.0,1.0,0.0,0.0,2.173018973010184,far,dense,99.0,99.0,112,2,4,1
23,44.0,-0.37225926000000004,-0.3369087333333333,-0.27983524666666665,-506.9866666666667,-221.7833333333333,-19.1849891528376,16.19749831414279,-0.5,-24.0,-40.19749831414279,0.5,2.6,2.0,0.5,0.0,0.0,1.0,0.0,0.0,2.5096057834302865,far,dense,99.0,99.0,112,2,4,1
23,46.0,-0.48121807,-0.2856829066666667,-0.28569121,-377.95,-235.5,-11.585738933209328,21.966556295688775,-0.5,-8.0,-29.966556295688775,3.2000000000000006,3.9,2.0,1.2,2.0,0.0,1.0,3.0,0.0,2.4511046426605083,far,dense,99.0,99.0,112,2,4,1
23,47.0,-0.4870695266666667,-0.26187451333333334,-0.27986598,-271.0733333333333,-158.34333333333333,-11.777790949684324,13.492616228584055,-0.5,-8.0,-21.492616228584055,1.3999999999999997,1.5,2.0,0.8000000000000002,0.0,0.6,1.0,0.0,1.0,1.622775089687976,far,dense,99.0,99.0,112,2,4,1
23,48.0,-0.4800482,-0.27349359,-0.24052503,-59.00333333333333,-177.15,-5.063307427201605,-3.655130634651964,-0.5,-8.333333333333334,-4.678202698681369,5.3,2.7999999999999994,2.0,4.0,0.0,1.3,2.0,0.0,3.0,1.3147177557466392,far,dense,99.0,99.0,112,2,4,1
23,49.0,-0.3775878525,-0.08701962749999999,-0.3327790566666667,164.76500000000001,112.09750000000001,13.051826319571525,2.519595674756374,0.5,15.583333333333334,13.06373765857696,13.300000000000002,0.5,3.0,0.0,0.0,13.300000000000002,0.0,0.0,10.0,5.7403652271150385,near,non_dense,99.0,99.0,112,2,4,1
23,50.0,-0.3351403866666667,-0.08412087666666666,-0.22230926666666664,243.48333333333335,-110.77333333333333,16.457004531234944,18.69491463051914,0.5,38.0,19.30508536948086,2.1,1.1,3.0,0.9,0.4000000000000001,0.8000000000000002,1.0,1.0,2.0,5.816109059619549,near,non_dense,99.0,99.0,112,2,4,1
23,55.0,-0.3449703866666667,-0.28060333666666665,-0.261529,-346.1433333333334,-48.30333333333334,-11.93654102380705,13.778031533388107,-0.5,-13.666666666666666,-27.444698200054773,8.4,2.2,3.0,8.0,0.0,0.4000000000000001,6.0,0.0,1.0,4.672267807217271,near,non_dense,99.0,99.0,112,2,4,1
23,56.0,-0.41996794333333337,-0.06611633333333333,-0.22883527666666667,228.5,-59.926666666666655,13.005407905300318,-0.11710044599784804,0.5,18.0,18.11710044599785,7.599999999999999,2.0,3.0,3.1,3.7000000000000006,0.8000000000000002,1.0,2.0,1.0,4.789492315690443,near,non_dense,99.0,99.0,112,2,4,1
23,57.0,-0.41502536,-0.11384179666666668,-0.23917580000000002,270.42,-45.24333333333334,10.03835102403477,-7.774148662028033,0.5,13.666666666666666,21.4408153286947,10.699999999999998,1.5,3.0,9.3,0.0,1.3999999999999997,4.0,0.0,3.0,3.5897168947100897,near,non_dense,99.0,99.0,112,2,4,1
23,58.0,-0.38411048500000006,-0.08071776,-0.231044645,154.86333333333334,34.13999999999999,13.455306532703874,3.05467002741628,0.5,15.333333333333334,12.278663305917055,10.800000000000002,1.2,3.0,1.6000000000000003,0.9,8.3,1.0,1.0,3.0,7.232764877038118,near,non_dense,99.0,99.0,112,2,4,1
23,59.0,-0.3741461066666667,-0.12718937666666666,-0.24491688666666667,314.92,-98.44333333333333,11.351511549045592,-4.969090907893399,0.5,20.0,24.9690909078934,12.0,1.6000000000000003,3.0,7.8,2.5,1.7,2.0,1.0,2.0,4.079613308210223,near,non_dense,99.0,99.0,112,2,4,1
23,60.0,-0.39417368,-0.09144743,-0.23408026,353.3500000000001,-87.67666666666666,12.522919967129292,-13.01609384067107,0.5,15.0,28.016093840671072,5.3,1.1,3.0,0.6,2.4,2.3,1.0,1.0,3.0,4.547268835848591,near,non_dense,99.0,99.0,112,2,4,1
23,61.0,-0.4005036333333334,-0.11093001000000001,-0.22692189,186.94333333333336,-161.46,11.169268778372363,-3.822193206606816,0.5,11.0,14.822193206606817,9.8,1.3999999999999997,3.0,4.3,0.0,5.5,2.0,0.0,3.0,5.224641543535378,near,non_dense,99.0,99.0,112,2,4,1
23,62.0,-0.3823837366666667,-0.07691868333333333,-0.23042306666666668,288.93333333333334,-163.61666666666667,14.48661620048238,-0.9086836857635808,0.5,22.0,22.90868368576358,4.0,1.7,3.0,1.0,2.1,0.9,1.0,1.0,1.0,5.320281763681755,near,non_dense,99.0,99.0,112,2,4,1
23,63.0,-0.3090717966666667,-0.33756468,-0.26361954666666665,-293.67,-67.94666666666667,-17.38660235194106,-2.049093123371899,-0.5,-25.333333333333332,-23.284240209961435,2.4,1.3,3.0,1.2,1.2,0.0,2.0,1.0,0.0,4.966780172113782,near,non_dense,99.0,99.0,112,2,4,1
23,64.0,-0.38709523,-0.17438333857142857,-0.36150939214285716,-16.158571428571424,-97.93214285714285,-36.14934354015925,-3.6474052945002717,-0.5,-4.928571428571429,-1.2811661340711569,3.2,0.8,3.0,2.4,0.4,0.4,2.0,1.0,1.0,12.91585607089402,near,non_dense,99.0,99.0,112,2,4,1
23,66.0,-0.38658019666666665,-0.07684378333333335,-0.23606039666666667,344.2833333333333,-149.65666666666667,13.327931001404641,-12.297224209553434,0.5,15.0,27.297224209553434,6.5,1.5,3.0,4.1,1.7,0.6999999999999998,2.0,1.0,1.0,4.9960587468109106,near,non_dense,99.0,99.0,112,2,4,1
23,67.0,-0.28958403000000005,-0.30397614666666667,-0.23253036333333332,-321.57666666666665,-210.15333333333334,-15.800632588743909,0.163545314759304,-0.5,-25.333333333333332,-25.496878648092636,2.7000000000000006,0.9,3.0,1.7,0.0,1.0,2.0,0.0,2.0,5.220675241855048,near,non_dense,99.0,99.0,112,2,4,1
23,71.0,-0.30622559666666666,-0.2977718733333333,-0.2725104466666667,-427.27,-254.67333333333332,-14.26733108534926,11.87699565672429,-0.5,-22.0,-33.87699565672429,3.1,1.3999999999999997,3.0,2.5,0.6,0.0,4.0,1.0,0.0,4.673312416978566,near,non_dense,99.0,99.0,112,2,4,1
23,72.0,-0.30430026,-0.28948056666666666,-0.26260406666666664,-284.62666666666667,-238.64666666666668,-14.988755989704208,6.567220610982702,-0.5,-16.0,-22.5672206109827,2.9,0.8000000000000002,3.0,2.1,0.0,0.8000000000000002,3.0,0.0,1.0,4.80662548366596,near,non_dense,99.0,99.0,112,2,4,1
23,73.0,-0.38434316666666674,-0.10735338,-0.21985899333333334,86.92999999999999,-199.62333333333333,10.163667894917454,4.107573121354082,0.5,11.0,6.892426878645918,12.300000000000002,2.2,4.0,8.6,3.2000000000000006,0.5,4.0,1.0,1.0,3.322105571874592,far,non_dense,99.0,99.0,112,2,4,1
23,74.0,-0.44926114666666667,-0.10067611,-0.22469040333333334,226.51999999999998,-166.56,10.598342328912535,-10.293445337829752,0.5,7.666666666666667,17.96011200449642,8.7,2.3,4.0,5.3,2.7999999999999994,0.6,3.0,1.0,1.0,3.4656487514000207,far,non_dense,99.0,99.0,112,2,4,1
