,Participant,trigger_no,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled,horizontal_angle_finger_pointing_unscaled,eyegaze_horiz_angle_x,horizontal_angle_finger_pointing,eyegaze_horiz_angle_x_scaled_without_tablet,side,difference,D_p,D_g,Trigger,Condition,T_detection,T_pointing,T_action,T_conf,length_point,length_gaze,sum_length_gazeb,sum_length_gazem,sum_length_gazec,frequency_b,frequency_m,frequency_c
10,9,53.0,-0.13524781,-0.3792308,-0.3018184,-334.03,-55.44,-15.840781761753425,4.6640427780366025,-334.03,-55.44,-35.59423661865994,10.480104122248246,-45.0,-24.42170714,-16.2,-12.94350479,-0.5,-20.57829286,29.159218238246574,8.580925378246574,53,3,0.1,0.9,0.8,7.9,0.7,1.7,1.2,0.0,0.5,1.0,0.0,1.0
11,9,53.0,-0.13024901,-0.38184899,-0.30312529,-335.43,-66.81,-15.910461787777066,4.705560809518277,-335.43,-66.81,-35.75080763713507,10.573395138987566,-45.0,-24.52406439,-16.2,-12.99775413,-0.5,-20.47593561,29.089538212222934,8.613602602222933,53,3,0.1,0.9,0.8,7.9,0.7,1.7,1.2,0.0,0.5,1.0,0.0,1.0
12,9,54.0,-0.23306552,-0.25137874,-0.2454707,113.62,-77.35000000000002,7.986877175883101,4.179559930194287,,,17.946513014209327,9.391471163146562,11.0,8.307021422,3.96,,0.5,2.692978578,-3.0131228241168992,-0.3201442461168993,54,3,1.8,2.6,0.8,2.0,1.0,7.8,2.7,0.0,5.1,1.0,0.0,5.0
13,9,54.0,-0.23451683,-0.25545108,-0.24539055,114.52999999999996,-82.66000000000003,8.033576280080995,4.203567937692542,,,18.051445901342,9.44541715599514,9.0,8.373553631,3.24,,0.5,0.626446369,-0.9664237199190052,-0.3399773509190051,54,3,1.8,2.6,0.8,2.0,1.0,7.8,2.7,0.0,5.1,1.0,0.0,5.0
14,9,54.0,-0.23544842,-0.25830027,-0.24503393,87.04999999999995,-50.01999999999998,8.177442100032852,4.227853337994761,,,18.37471239877382,9.499986450474225,-6.0,6.364427168,-2.16,,0.5,-12.364427168,14.177442100032852,1.8130149320328528,54,3,1.8,2.6,0.8,2.0,1.0,7.8,2.7,0.0,5.1,1.0,0.0,5.0
15,9,55.0,-0.17455322,-0.33743656,-0.25629836,-208.33,-38.48000000000002,-7.565725515716771,2.9403136194386232,,,-17.000185233815582,6.606884702878586,-15.0,-15.23148894,-5.4,,-0.5,0.2314889400000002,7.434274484283229,7.665763424283229,55,3,0.0,1.3,1.3,1.3,0.8,10.7,1.7,1.1,7.9,1.0,1.0,3.0
16,9,55.0,-0.17394307,-0.33812174,-0.2574293,-181.09,-72.33999999999997,-7.466905016410705,2.9545682616966977,,,-16.778135571874856,6.63891488403248,-15.0,-13.23990943,-5.4,,-0.5,-1.7600905699999991,7.533094983589295,5.773004413589296,55,3,0.0,1.3,1.3,1.3,0.8,10.7,1.7,1.1,7.9,1.0,1.0,3.0
17,9,55.0,-0.17167871,-0.33124486,-0.26371893,-209.84,-48.839999999999975,-7.505202002360386,2.9689572244228337,,,-16.864188899303787,6.671246883278108,-15.0,-15.34188853,-5.4,,-0.5,0.3418885300000003,7.494797997639614,7.836686527639614,55,3,0.0,1.3,1.3,1.3,0.8,10.7,1.7,1.1,7.9,1.0,1.0,3.0
18,9,56.0,-0.20491353,-0.20259762,-0.26436618,212.0,-108.72000000000004,10.768588915043669,3.854331332329428,,,24.19701929210312,8.660682503744225,25.0,15.49981114,9.0,,0.5,9.50018886,-14.231411084956331,-4.731222224956332,56,3,0.1,1.1,1.0,3.0,0.6,6.8,3.1,0.0,3.7,2.0,0.0,5.0
19,9,56.0,-0.20296678,-0.20340297,-0.26062387,214.72000000000003,-113.07,10.701290181242944,3.884281462616167,,,24.04579903725289,8.727980446498526,38.0,15.69867664,13.68,,0.5,22.30132336,-27.29870981875705,-4.997386458757056,56,3,0.1,1.1,1.0,3.0,0.6,6.8,3.1,0.0,3.7,2.0,0.0,5.0
20,9,56.0,-0.2114044,-0.20152709,-0.26454481,218.61,-117.5,10.78710372258965,3.914670306972053,,,24.238622064658944,8.796264179766203,38.0,15.98308355,13.68,,0.5,22.01691645,-27.21289627741035,-5.1959798274103495,56,3,0.1,1.1,1.0,3.0,0.6,6.8,3.1,0.0,3.7,2.0,0.0,5.0
21,9,57.0,-0.19514745,-0.2617805,-0.23574756,144.71000000000004,-124.12,7.594950775348729,2.6221251129768306,,,17.065854392208593,5.891915128858939,32.0,10.58008335,11.52,,0.5,21.41991665,-24.405049224651272,-2.985132574651272,57,3,1.9,3.0,1.1,1.2,1.0,8.7,2.6,0.0,6.1,1.0,0.0,5.0
22,9,57.0,-0.19401008,-0.26239055,-0.23502001,147.15999999999997,-125.96,7.636088974750646,2.636227145278017,,,17.158291926264702,5.923602395439706,32.0,10.75920852,11.52,,0.5,21.24079148,-24.363911025249354,-3.123119545249353,57,3,1.9,3.0,1.1,1.2,1.0,8.7,2.6,0.0,6.1,1.0,0.0,5.0
23,9,57.0,-0.19973399,-0.26145759,-0.23406717,133.71000000000004,-105.08,7.773978045957728,2.650485266498108,,,17.468128669267013,5.955640393821248,32.0,9.775847865,11.52,,0.5,22.224152135,-24.226021954042277,-2.0018698190422715,57,3,1.9,3.0,1.1,1.2,1.0,8.7,2.6,0.0,6.1,1.0,0.0,5.0
24,9,58.0,-0.22659159,-0.22138518,-0.21538146,84.70000000000005,-98.44,13.69290968600652,7.44377828009795,,,30.76796806445665,16.726169795380095,20.0,6.192613224,7.2,,0.5,13.807386776,-6.307090313993481,7.50029646200652,58,3,1.3,3.3,2.0,6.2,1.0,9.4,1.9,5.8,1.7,2.0,1.0,2.0
25,9,58.0,-0.22337283,-0.22304219,-0.2174935,63.79999999999996,-63.96000000000001,13.87736546042246,7.518157231763342,,,31.182440189569267,16.893299299772227,20.0,4.664565805,7.2,,0.5,15.335434195,-6.12263453957754,9.212799655422462,58,3,1.3,3.3,2.0,6.2,1.0,9.4,1.9,5.8,1.7,2.0,1.0,2.0
26,9,58.0,-0.22913502,-0.22148782,-0.21872959,208.17,-248.4,14.038967845376735,7.593907807499202,,,31.545560748561527,17.063510843450707,20.0,15.21979097,7.2,,0.5,4.78020903,-5.961032154623265,-1.1808231246232648,58,3,1.3,3.3,2.0,6.2,1.0,9.4,1.9,5.8,1.7,2.0,1.0,2.0
27,9,59.0,-0.25733629,-0.25534239,-0.23651679,144.52999999999997,-149.01,6.574542633344198,2.5735453296691486,,,14.77299729712441,5.782756355766576,6.0,10.56692313,2.16,,0.5,-4.566923129999999,0.5745426333441976,-3.9923804966558016,59,3,0.1,2.1,2.0,4.4,0.8,12.6,5.8,0.0,6.8,2.0,0.0,4.0
28,9,59.0,-0.25733393,-0.25438073,-0.23361431,145.05999999999997,-151.75,6.624603249804826,2.5885256046567218,,,14.885483502311445,5.816417033663655,9.0,10.60567266,3.24,,0.5,-1.6056726599999998,-2.375396750195174,-3.9810694101951736,59,3,0.1,2.1,2.0,4.4,0.8,12.6,5.8,0.0,6.8,2.0,0.0,4.0
29,9,59.0,-0.25303575,-0.25474378,-0.23347038,146.39,-157.76,6.6484367133336,2.602297724974008,,,14.9390372948606,5.847362988016596,9.0,10.70291204,3.24,,0.5,-1.7029120399999993,-2.3515632866664,-4.054475326666399,59,3,0.1,2.1,2.0,4.4,0.8,12.6,5.8,0.0,6.8,2.0,0.0,4.0
30,9,60.0,-0.21810399,-0.20903157,-0.24826491,278.65,-36.94999999999999,12.518080812908538,4.635578307005858,278.65,-36.94999999999999,28.128127586605483,10.41614445584216,18.0,20.37274705,6.48,10.79755593,0.5,-2.372747050000001,-5.481919187091462,-7.854666237091463,60,3,1.4,1.8,0.4,3.2,0.8,4.9,2.9,0.0,2.0,1.0,0.0,2.0
31,9,60.0,-0.21012798,-0.21080822,-0.23780248,306.59000000000003,-68.71000000000001,12.637335492552149,4.674038091651836,306.59000000000003,-68.71000000000001,28.396092851764674,10.502563591941676,23.0,22.41550517,8.28,11.88021774,0.5,0.5844948300000006,-10.362664507447851,-9.77816967744785,60,3,1.4,1.8,0.4,3.2,0.8,4.9,2.9,0.0,2.0,1.0,0.0,2.0
32,9,60.0,-0.21050367,-0.21433382,-0.23641245,331.20000000000005,-44.81,12.759221254936202,4.717474393264242,331.20000000000005,-44.81,28.669970159841643,10.600164961664753,23.0,24.21479929,8.28,12.83384362,0.5,-1.2147992899999984,-10.240778745063798,-11.455578035063796,60,3,1.4,1.8,0.4,3.2,0.8,4.9,2.9,0.0,2.0,1.0,0.0,2.0
33,9,62.0,-0.19918406,-0.19453536,-0.27992779,318.35,-87.03,13.824897749505832,5.159916199714492,318.35,-87.03,31.0645452431396,11.594331700758463,32.0,23.27530602,11.52,12.33591219,0.5,8.724693980000001,-18.17510225049417,-9.450408270494169,62,3,1.6,1.8,0.2,4.1,0.8,3.1,0.6,1.1,1.4,1.0,1.0,2.0
