Participant,trigger_no,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled,horizontal_angle_finger_pointing_unscaled,eyegaze_horiz_angle_x,horizontal_angle_finger_pointing,eyegaze_horiz_angle_x_scaled_without_tablet,side,difference,D_p,D_g
67,25.0,-0.36853832,-0.10796071,-0.21117404,116.75,-77.94,11.417749477763095,1.9791873107917888,768.5,-70.4,22.835498955526194,3.9583746215835776,11.0,8.702320995388712,5.83,24.67191857534197,0.5,2.297679004611288,0.41774947776309546,2.7154284823743833
67,25.0,-0.3696245,-0.11229875,-0.2154687,128.12,-85.07,11.60255062329583,1.9878349460582303,768.5,-70.4,23.20510124659166,3.9756698921164606,11.0,9.549818980121644,5.83,24.67191857534197,0.5,1.4501810198783556,0.60255062329583,2.0527316431741855
67,25.0,-0.36763963,-0.11477421,-0.21527547,140.12,-89.63999999999999,11.67850329035586,1.9965642054494983,768.5,-70.4,23.35700658071172,3.993128410898997,11.0,10.444275956093074,5.83,24.67191857534197,0.5,0.5557240439069258,0.6785032903558594,1.2342273342627852
67,25.0,-0.29099393,0.09025674,-0.1817334,768.5,-70.4,27.515311601755005,4.393030293721239,768.5,-70.4,55.03062320351001,8.786060587442478,45.0,52.49344377732334,23.85,24.67191857534197,0.5,-7.493443777323343,-17.484688398244995,-24.978132175568337
67,25.0,-0.29119051,0.09187257,-0.18598835,775.23,-66.78999999999999,27.796181448666477,4.42858937815692,775.23,-66.78999999999999,55.59236289733295,8.85717875631384,45.0,52.74426442100199,23.85,24.78980427787093,0.5,-7.7442644210019935,-17.203818551333523,-24.948082972335516
67,25.0,-0.29043648,0.09714976,-0.19194138,792.69,-68.85,28.225943109885023,4.468160219241247,792.69,-68.85,56.451886219770046,8.936320438482493,45.0,53.394981871021216,23.85,25.09564147937997,0.5,-8.394981871021216,-16.774056890114977,-25.169038761136193
67,26.0,-0.34850425,-0.06348389,-0.19100876,-325.34000000000003,35.59,13.815228621044003,2.327211553636988,-325.34000000000003,35.59,27.630457242088006,4.654423107273976,32.0,-24.25021938021211,16.96,-11.397603108699691,0.5,56.25021938021211,-18.184771378955997,38.065448001256115
67,26.0,-0.34431514,-0.057405,-0.19211338,-272.78,2.460000000000008,13.917099469516094,2.340165907643525,-272.78,2.460000000000008,27.834198939032188,4.680331815287051,32.0,-20.332497825457235,16.96,-9.5562739779649,0.5,52.33249782545724,-18.082900530483904,34.24959729497333
67,26.0,-0.34374064,-0.05147122,-0.19615726,-266.56,89.1,14.0656421273977,2.3508725842250406,-266.56,89.1,28.1312842547954,4.701745168450081,32.0,-19.868870959578715,16.96,-9.338369351001996,0.5,51.868870959578715,-17.9343578726023,33.934513086976416
67,27.0,-0.364016,-0.04145409,-0.21341343,479.3,69.94999999999999,15.464370057694865,2.677354542945144,479.3,69.94999999999999,30.92874011538973,5.354709085890288,26.0,35.72610238192556,13.78,16.79126811950501,0.5,-9.726102381925557,-10.535629942305135,-20.261732324230692
67,27.0,-0.36562774,-0.04475618,-0.21725544,479.02,63.63999999999999,15.687639996351088,2.691162478055027,479.02,63.63999999999999,31.375279992702172,5.382324956110054,26.0,35.70523171915289,13.78,16.78145890800186,0.5,-9.705231719152891,-10.312360003648912,-20.017591722801804
67,27.0,-0.36754215,-0.04467245,-0.21955518,470.96,48.24000000000001,15.729404781611452,2.7082154538409418,470.96,48.24000000000001,31.458809563222903,5.416430907681884,26.0,35.10445478362542,13.78,16.499093748303945,0.5,-9.104454783625421,-10.270595218388548,-19.37505000201397
67,28.0,-0.27320191,-0.37086892,-0.23056655,-554.71,-50.31999999999999,-19.13895282025832,2.2688838627824044,-554.71,-50.31999999999999,-38.27790564051664,4.537767725564809,-45.0,-41.3470190950927,-23.85,-19.433098974693568,-0.5,-3.6529809049073023,25.86104717974168,22.208066274834376
67,28.0,-0.26997668,-0.37438208,-0.2257593,-557.3,-30.289999999999992,-19.33781573542759,2.28158088534245,-557.3,-30.289999999999992,-38.67563147085518,4.5631617706849,-45.0,-41.540072725739854,-23.85,-19.52383418109773,-0.5,-3.4599272742601457,25.66218426457241,22.202256990312264
67,28.0,-0.26699221,-0.35774624,-0.22199751,-553.14,-39.41999999999999,-19.569984322935245,2.2972635347254453,-553.14,-39.41999999999999,-39.13996864587049,4.594527069450891,-45.0,-41.2299943074031,-23.85,-19.37809732447946,-0.5,-3.7700056925968966,25.430015677064755,21.66000998446786
