Participant,trigger_no,fzd_hands0_fingerTip_coordinates_x,fzd_hands0_fingerTip_coordinates_y,fzd_hands0_fingerTip_coordinates_z,eyegaze_new_coordinates_x,eyegaze_new_coordinates_y,angle_center,Buidling_half_width,eyegaze_new_coordinates_x_without_tablet_&_road_gazes,eyegaze_new_coordinates_y_without_tablet_&_road_gazes,angle_center_scaled,Buidling_half_width_scaled,horizontal_angle_finger_pointing_unscaled,eyegaze_horiz_angle_x,horizontal_angle_finger_pointing,eyegaze_horiz_angle_x_scaled_without_tablet,side,difference,D_p,D_g
62,49.0,-0.36260751,-0.08015964,-0.24388276,458.32,-34.389999999999986,15.17183063156347,6.898684966024975,458.32,-34.389999999999986,34.09110342912312,15.50134511865812,45.0,35.79693023747129,22.95,13.602833490239089,0.5,9.203069762528713,-29.82816936843653,-20.625099605907817
62,49.0,-0.36895755,-0.07564241,-0.2443659,527.8800000000001,-32.55000000000001,15.349078183238625,6.962420753661338,527.8800000000001,-32.55000000000001,34.489378677737186,15.644559433477024,45.0,41.229890761381455,22.95,15.667358489324952,0.5,3.770109238618545,-29.650921816761375,-25.88081257814283
62,49.0,-0.36886531,-0.07744933,-0.24800615,509.54,-35.85000000000002,15.527774140284157,7.034049253051267,509.54,-35.85000000000002,34.8909084932185,15.805508671606194,45.0,39.79745119829185,22.95,15.123031455350905,0.5,5.202548801708147,-29.47222585971584,-24.269677058007694
62,50.0,-0.36078218,-0.08263979,-0.22297622,517.25,-38.41,15.415114550730417,5.690586283020206,517.25,-38.41,34.637762395491244,12.7867473779464,32.0,40.39963816838023,16.32,15.351862503984488,0.5,-8.399638168380228,-16.584885449269585,-24.984523617649813
62,50.0,-0.37455985,-0.0710979,-0.22304909,512.1700000000001,-41.49000000000001,15.536059886309625,5.746756376635799,512.1700000000001,-41.49000000000001,34.90952656453772,12.912961578300637,29.0,40.002866468244186,14.79,15.201089257932791,0.5,-11.002866468244186,-13.463940113690375,-24.466806581934563
62,50.0,-0.38234127,-0.06080794,-0.22085404,510.8699999999999,-57.19,15.836035822930771,5.816829891850366,510.8699999999999,-57.19,35.58357249412545,13.070416766987773,27.0,39.90133040324872,13.77,15.162505553234514,0.5,-12.901330403248721,-11.163964177069229,-24.06529458031795
62,53.0,-0.34117213,-0.30566201,-0.24778172,89.13999999999999,15.550000000000011,-18.04201464085517,5.12695891840366,,,-40.54040689800157,11.520276689653024,-15.0,6.962249872072331,-7.65,,-0.5,-21.96224987207233,-3.0420146408551716,-25.004264512927502
62,53.0,-0.33832496,-0.29743144,-0.25296813,96.69000000000004,7.480000000000018,-18.17237535073264,5.1700982319631725,,,-40.83332741309624,11.617210727221249,-16.0,7.551940095699733,-8.16,,-0.5,-23.551940095699734,-2.17237535073264,-25.72431544643237
62,53.0,-0.33019808,-0.27217942,-0.25662524,106.58000000000004,9.399999999999975,-18.39315361874392,5.2235945249149465,,,-41.329416181317576,11.737416897483882,-15.0,8.32439523631893,-7.65,,-0.5,-23.324395236318928,-3.39315361874392,-26.71754885506285
62,54.0,-0.37810108,-0.13738133,-0.2464259,160.63,-77.47999999999999,8.270290543805212,4.527941744380518,,,18.58334285193031,10.174285099623026,13.0,12.545952400168034,6.63,,0.5,0.4540475998319664,-4.729709456194788,-4.275661856362822
62,54.0,-0.37189895,-0.13875294,-0.24003743,160.12,-75.13,8.306210901447317,4.552840341255114,,,18.66405589555212,10.23023224680024,18.0,12.506119020823668,9.18,,0.5,5.493880979176332,-9.693789098552683,-4.199908119376351
62,54.0,-0.37040216,-0.14123097,-0.23837212,196.46000000000004,-88.99000000000001,8.298968021173673,4.583642323106227,,,18.64778114357724,10.299444300019694,20.0,15.34444256077328,10.2,,0.5,4.655557439226721,-11.701031978826327,-7.045474539599606
62,55.0,-0.37294862,-0.2657409,-0.23444566,-178.89999999999998,-54.52999999999997,-9.133019941829538,3.513675265669204,,,-20.52189580929097,7.895228321958702,-10.0,-13.972924636680952,-5.1,,-0.5,3.9729246366809523,0.8669800581704621,4.839904694851414
62,55.0,-0.36474565,-0.26821053,-0.23242153,-178.77999999999997,-60.38999999999999,-9.216666324610491,3.534956752486349,,,-20.709849231399776,7.943047822836825,-11.0,-13.963552076835215,-5.61,,-0.5,2.9635520768352155,1.7833336753895086,4.746885752224724
62,55.0,-0.36480379,-0.27089122,-0.23256157,-187.5,-61.00999999999999,-9.241599490917691,3.552552063077497,,,-20.765874056092056,7.982584485735136,-11.0,-14.644624758958516,-5.61,,-0.5,3.644624758958516,1.7584005090823087,5.403025268040825
