Participant,Trigger,Condition,Building,Left_Right,accurate_pointing,accurate_gaze,T_detection,T_pointing,T_action,T_conf,length_point,length_gaze,sum_length_gazeb,sum_length_gazem,sum_length_gazec,frequency_point,frequency_b,frequency_m,frequency_c,pointed_or_not,accurate_fused
66,12,1,8,0,0,0,4.3,,,,,,,,,1,,,,0,0
66,13,1,6,0,1,1,,,,,7.1,4.9,0,0,4.9,1,0,0,7,1,1
66,14,1,8,0,1,1,0.1,5.7,5.6,1.5,4.8,6.8,2.3,1.4,3.1,1,3,2,1,1,1
66,15,1,4,0,0,1,1.8,5.6,3.8,1.7,2.9,6.1,3,0,3.1,1,2,0,2,1,1
66,16,1,5,0,1,1,2.6,6.2,3.6,,6.4,5.5,3.9,1.6,0,1,3,2,0,1,1
66,17,1,2,0,0,0,3.2,,,,,,,,,1,,,,0,0
66,18,1,7,1,1,0,,6,,,6.8,,,,,1,,,,1,0
66,19,1,0,0,0,1,0.6,7.1,6.5,4.4,0.5,2.8,1.9,0,0.9,1,3,0,1,1,1
66,20,1,10,1,0,1,0,6.1,6.1,,0.4,2.1,2.1,0,0,1,3,0,0,1,1
66,21,1,3,1,0,1,2.4,5.6,3.2,,4.6,1.5,0.4,1.1,0,1,1,2,0,1,1
66,22,1,5,0,0,0,0.8,7.2,6.4,0.4,4.2,2.7,2,0,0.7,1,3,0,1,1,0
66,23,1,8,1,0,0,,6.1,,,4.2,,,,,1,,,,1,0
66,24,1,9,1,0,0,0.1,,,,,,,,,1,,,,0,0
66,25,2,10,0,0,1,,,,,4.9,4,0,0,4,1,0,0,4,1,1
66,26,2,11,0,0,1,0,5.5,5.5,,7.9,7.1,3.7,3.4,0,1,4,5,0,1,1
66,27,2,6,0,0,1,0.4,5.4,5,4.1,0.7,5.4,3,0.7,1.7,1,3,1,3,1,0
66,28,2,3,1,0,1,2,4.9,2.9,,5.2,1.4,0.9,0.5,0,1,2,1,0,1,1
66,29,2,11,0,0,1,0,5.8,5.8,,5.3,3.5,1.4,2.1,0,1,2,3,0,1,1
66,30,2,4,0,1,1,0,4.9,4.9,2.2,6.2,8.3,3.4,4.3,0.6,1,5,3,1,1,1
66,31,2,1,0,1,1,0.5,5,4.5,,7.4,10.6,2.8,7.8,0,1,4,2,0,1,1
66,32,2,9,0,1,1,1.4,5.6,4.2,,7,4.1,3.1,1,0,1,3,2,0,1,1
66,33,2,3,0,0,1,0,5.2,5.2,,7.5,5.1,3.8,1.3,0,1,5,2,0,1,1
66,34,2,11,0,0,1,2.2,5.4,3.2,,5,3.6,2.3,1.3,0,1,3,1,0,1,1
66,35,2,10,0,1,1,0,5.3,5.3,,6.6,7,2.8,4.2,0,1,3,3,0,1,1
66,36,2,0,0,0,0,4.9,,,,,,,,,1,,,,0,0
66,37,2,10,0,0,1,,,,,4.9,4.4,0,0,4.4,1,0,0,7,1,1
66,38,2,2,0,1,1,3.3,5,1.7,0.6,4.8,3.4,1.1,1.9,0.4,1,1,2,1,1,1
66,39,2,3,0,0,1,0,5.1,5.1,2.1,5.1,4.4,3.2,0.4,0.8,1,1,1,1,1,1
66,40,2,8,0,0,1,0,5.3,5.3,,6.6,3.6,2.6,1,0,1,2,1,0,1,1
66,41,2,0,0,0,1,3.7,6,2.3,,5.4,1.4,0.7,0.7,0,1,1,1,0,1,1
66,42,2,3,1,0,0,4.7,,,,,,,,,1,,,,0,0
66,43,2,8,1,1,0,1.8,9.8,8,,1.2,3.1,3.1,0,0,1,3,0,0,1,0
66,44,2,6,1,1,1,5.6,6.7,1.1,0.6,0.6,2.9,1.4,0,1.5,1,1,0,2,1,1
66,45,2,7,1,1,1,4.4,9.2,4.8,,6.9,6.1,5.6,0.5,0,1,3,1,0,1,1
66,46,2,0,1,1,1,0.7,5.6,4.9,0.8,0.4,7.6,4.6,0,3,1,3,0,2,1,1
66,47,2,9,1,1,1,0.9,6.3,5.4,,5,3.8,1.3,2.5,0,1,2,3,0,1,1
66,48,2,3,1,0,0,8.7,,,,,,,,,1,,,,0,0
66,49,3,0,0,1,1,,,,,3.3,11.7,0,0,11.7,1,0,0,11,1,1
66,50,3,9,0,0,0,2.9,9.8,6.9,1.3,1.7,2.5,1.6,0,0.9,1,2,0,1,1,0
66,51,3,11,1,1,1,2.7,5.7,3,,2,2.5,2.5,0,0,1,2,0,0,1,1
66,52,3,0,1,1,1,0,5.9,5.9,4.9,2.5,3.3,1.6,1.2,0.5,1,3,2,1,1,1
66,53,3,3,1,0,1,1.1,9.9,8.8,,1.7,1.3,0.5,0.8,0,1,1,1,0,1,0
66,54,3,1,0,0,1,0.1,13.5,13.4,,4.4,5.8,5.8,0,0,1,6,0,0,1,0
66,55,3,0,1,1,1,0.4,7.4,7,2.8,3.5,3.3,2.8,0,0.5,1,3,0,1,1,1
66,56,3,3,0,1,1,0.4,13,12.6,,3.9,6,6,0,0,1,6,0,0,1,1
66,57,3,11,0,1,1,0.4,5.8,5.4,1.6,4,8.3,3,3.6,1.7,1,4,3,2,1,1
66,58,3,1,0,1,1,0.5,10.9,10.4,,4.7,7.7,6.5,1.2,0,1,6,1,0,1,1
66,59,3,7,0,0,1,2.5,5.3,2.8,4,5,6.4,1.3,4.7,0.4,1,2,3,1,1,1
66,60,3,10,0,0,0,0.4,,,,,,,,,1,,,,0,0
66,61,3,0,0,1,1,,,,,4.2,10.2,0,0,10.2,1,0,0,7,1,1
66,62,3,10,0,0,1,2.1,6.3,4.2,,5.5,2.1,1.2,0.9,0,1,2,1,0,1,0
66,63,3,6,1,1,1,2.2,9.6,7.4,,4.1,1.9,1.1,0.8,0,1,2,1,0,1,1
66,64,3,7,1,1,1,0,9.5,9.5,,9.5,9,6.7,2.3,0,1,6,3,0,1,1
66,65,3,0,1,0,1,0,10.2,10.2,,8.7,4.3,4.3,0,0,1,6,0,0,1,1
66,66,3,2,0,0,1,0.8,8.5,7.7,1.2,4,4.3,3.2,0.5,0.6,1,4,1,1,1,1
66,67,3,3,1,1,1,0,7.4,7.4,,3.3,3.2,2.3,0.9,0,1,3,1,0,1,1
66,68,3,4,1,0,1,4.6,6.3,1.7,2.9,3.8,1.8,0.7,0.4,0.7,1,1,1,1,1,1
66,69,3,3,0,1,1,0.1,6.5,6.4,0.8,4.6,5.4,3.9,0.9,0.6,1,4,1,1,1,1
66,70,3,8,0,0,1,1.7,11.1,9.4,,3.8,6.1,5.5,0.6,0,1,4,1,0,1,0
66,71,3,6,1,1,1,0.6,7.3,6.7,,4.3,5.3,3.1,2.2,0,1,4,3,0,1,1
66,72,3,4,1,0,0,0.2,,,,,,,,,1,,,,0,0
66,73,4,9,0,1,1,,,,,4.2,6,0,0,6,1,0,0,7,1,1
66,74,4,2,0,0,1,0,6.4,6.4,,8.5,6.2,1.6,4.6,0,1,3,4,0,1,1
66,75,4,6,1,1,1,4,6.5,2.5,,7.3,5.7,1.9,3.8,0,1,2,4,0,1,1
66,76,4,4,1,1,1,4.4,11.2,6.8,,2,3.8,3.3,0.5,0,1,4,1,0,1,1
66,77,4,9,1,0,1,1.4,6,4.6,0.7,3.9,5.3,1.8,0.4,3.1,1,3,1,2,1,1
66,78,4,10,0,0,1,0.8,4.9,4.1,2.9,3.6,5.1,1.6,1.5,2,1,3,2,2,1,1
66,79,4,8,1,1,1,2.1,5.6,3.5,1.7,4.5,3.7,1.1,1.7,0.9,1,2,3,1,1,1
66,80,4,1,1,1,1,0.9,5.3,4.4,2.1,3.8,7.1,5.5,0.6,1,1,2,1,2,1,1
66,81,4,5,1,0,1,4.3,4.6,0.3,1,5.4,1.4,0.5,0,0.9,1,1,0,1,1,1
66,82,4,11,0,0,1,1.1,5.2,4.1,4.1,4.5,5.2,1.7,2.9,0.6,1,3,3,1,1,1
66,83,4,5,0,1,1,0.3,4.8,4.5,4.7,4.1,4.7,2.7,0,2,1,2,0,1,1,1
66,84,4,10,0,0,0,1.7,,,,,,,,,1,,,,0,0
66,85,4,6,0,1,1,,,,,4.9,7.2,0,0,7.2,1,0,0,9,1,1
66,86,4,4,0,1,1,0.7,5,4.3,1.2,4,5.9,2.7,2.8,0.4,1,4,2,1,1,1
66,87,4,8,0,0,1,0.2,6,5.8,4.5,3.2,6.3,4.1,1.8,0.4,1,3,2,1,1,1
66,88,4,3,0,1,1,0.3,6.5,6.2,,4.1,5.4,4.8,0.6,0,1,5,1,0,1,1
66,89,4,0,0,1,1,1.9,12.7,10.8,,4.3,6.9,6,0.9,0,1,7,1,0,1,1
66,90,4,2,0,0,1,0.2,6.1,5.9,2.3,3.7,4.6,1.6,1.3,1.7,1,3,1,3,1,1
66,91,4,11,1,1,1,1.1,6.3,5.2,,6.1,6.9,3.3,3.6,0,1,3,4,0,1,1
66,92,4,4,1,1,1,2.3,6.2,3.9,3,4.9,5.2,3.7,1.1,0.4,1,4,2,1,1,1
66,93,4,7,1,1,1,0.6,5.6,5,1,4.4,6.1,2.7,2.4,1,1,3,4,2,1,1
66,94,4,8,1,0,0,1.8,4.9,3.1,4.8,4.4,1.4,1,0,0.4,1,2,0,1,1,0
66,95,4,3,0,0,0,10.6,4.9,-5.7,2.2,3.5,0.6,0,0,0.6,1,0,0,1,1,0
66,96,4,0,1,0,0,0.3,,,,,,,,,1,,,,0,0
66,97,5,2,0,1,1,1.1,4.9,3.8,0.4,0.5,7.8,2.5,0,5.3,1,4,0,3,1,1
66,98,5,0,0,1,1,0.5,6.9,6.4,0.9,6,9.9,4.5,4.8,0.6,1,4,1,1,1,1
66,99,5,9,0,1,1,0.7,6.2,5.5,0.8,6.1,9.1,3.8,4.5,0.8,1,3,3,2,1,1
66,100,5,10,0,0,1,0,11,11,,6.2,4,3.6,0.4,0,1,5,1,0,1,1
66,101,5,5,1,1,0,5.8,5,-0.8,0.4,0.4,0.5,0,0,0.5,1,0,0,1,1,0
66,102,5,11,0,1,1,0.4,4.9,4.5,,8.7,9.7,3,6.7,0,1,4,4,0,1,1
66,103,5,0,0,0,1,0.7,5.5,4.8,1.1,2.6,3,1.4,0,1.6,1,2,0,2,1,1
66,104,5,10,1,0,1,9.8,4.9,-4.9,,5.6,1.8,0,1.8,0,1,0,1,0,1,0
66,105,5,9,0,0,1,1.3,5.1,3.8,1.8,3.9,8.1,4,2.3,1.8,1,2,2,1,1,1
66,106,5,10,0,1,1,0.6,5.3,4.7,,6.5,8.5,4.1,4.4,0,1,3,4,0,1,1
66,107,5,2,0,1,1,1.2,5.2,4,,8.8,10.1,5.5,4.6,0,1,3,3,0,1,1
66,108,5,6,0,0,0,1.9,,,,,,,,,1,,,,0,0
66,109,5,9,0,1,1,,,,,4.7,7.7,0,0,7.7,1,0,0,5,1,1
66,110,5,7,0,0,1,2.1,5.6,3.5,,7,1.6,0.9,0.7,0,1,2,1,0,1,1
66,111,5,2,1,1,1,0.3,6.5,6.2,,7.5,3,2.6,0.4,0,1,2,1,0,1,1
66,112,5,4,0,1,1,0.9,5.9,5,,6.9,6.9,1.6,5.3,0,1,2,3,0,1,1
66,113,5,3,0,1,1,2,6.4,4.4,,8.9,8.5,4.2,4.3,0,1,3,3,0,1,1
66,114,5,8,0,1,1,0.8,5.6,4.8,,10.5,9.4,2.5,6.9,0,1,2,2,0,1,1
66,115,5,2,0,0,1,1.5,5.6,4.1,2,4.2,6.4,1.1,3.3,2,1,1,2,2,1,1
66,116,5,7,1,1,1,0.7,6,5.3,,7.9,6.5,2,4.5,0,1,3,3,0,1,1
66,117,5,1,1,0,1,1.2,5.5,4.3,,8.3,1.5,1.1,0.4,0,1,2,1,0,1,1
66,118,5,11,0,1,1,0,5.6,5.6,,6.9,7.9,4.7,3.2,0,1,2,2,0,1,1
66,119,5,2,0,0,0,0,,,,,,,,,1,,,,0,0
66,120,5,3,1,0,0,,,,,,,,,,1,,,,0,0
67,1,1,2,1,0,1,,,,,0.9,5.2,0,0,5.2,1,0,0,6,1,1
67,2,1,7,0,1,1,0.4,2.8,2.4,5.9,2.4,4.8,3.6,0.7,0.5,1,2,1,1,1,1
67,3,1,1,1,0,0,1.7,,,,,,,,,1,,,,0,0
67,4,1,3,0,1,1,2.6,3.9,1.3,,2.6,1.8,0.6,1.2,0,1,1,1,0,1,1
67,5,1,6,0,1,0,2.1,3.8,1.7,2.4,1.2,6.8,0.5,0.8,5.5,1,1,1,2,1,1
67,6,1,5,0,1,1,1.5,3.4,1.9,4,2,4.9,1.3,2.2,1.4,1,3,1,2,1,1
67,7,1,2,0,1,1,0.8,0,-0.8,1.3,0.8,4.9,0,0.4,4.5,1,0,1,5,1,1
67,8,1,9,0,1,1,0.8,2.2,1.4,0.5,1.9,3.3,1.7,0,1.6,1,2,0,1,1,1
67,9,1,4,0,1,1,0,5.5,5.5,,3.4,2.7,1.8,0.9,0,1,2,1,0,1,1
67,10,1,7,0,1,1,5.9,3.2,-2.7,6.1,2.8,2.4,0,0.9,1.5,1,0,1,3,1,1
67,11,1,11,0,1,1,0.5,2.4,1.9,5.9,2.9,1.8,0.4,0.5,0.9,1,1,1,1,1,1
67,12,1,8,0,1,1,0.4,2.9,2.5,,1.3,2,2,0,0,1,3,0,0,1,1
67,13,1,6,0,0,0,0.1,,,,,,,,,1,,,,0,0
67,14,1,8,0,1,1,0.9,4.7,3.8,2.2,1,4.3,2.5,0.9,0.9,1,3,2,1,1,1
67,15,1,4,0,0,0,0.6,,,,,,,,,1,,,,0,0
67,16,1,5,0,1,1,1.6,4,2.4,0.9,2.6,5.9,0.6,1,4.3,1,1,1,5,1,1
67,17,1,2,0,1,0,3.2,4.9,1.7,2.2,0.4,3.6,0.8,0,2.8,1,1,0,2,1,0
67,18,1,7,1,0,0,1.6,,,,,,,,,1,,,,0,0
67,19,1,0,0,0,0,0.4,2.5,2.1,0.9,2.4,1.3,0.9,0,0.4,1,1,0,1,1,0
67,20,1,10,1,0,0,9,,,,,,,,,1,,,,0,0
67,21,1,3,1,0,0,1.4,,,,,,,,,1,,,,0,0
67,22,1,5,0,1,1,5.5,6.7,1.2,,2,1.9,1.9,0,0,1,2,0,0,1,1
67,23,1,8,1,0,0,2,,,,,,,,,1,,,,0,0
67,24,1,9,1,0,0,1,,,,,,,,,1,,,,0,0
67,25,2,10,0,1,1,,,,,0.9,16.4,6.7,0,9.7,1,5,0,9,1,1
67,26,2,11,0,1,1,,,,,1.2,5.1,0.8,1.9,2.4,1,2,1,4,1,1
67,27,2,6,0,1,1,1.6,6.7,5.1,0.5,0.8,4.4,1.5,0.6,2.3,1,3,1,2,1,1
67,28,2,3,1,0,0,0.4,2.5,2.1,3.8,0.7,2.2,0.6,0,1.6,1,1,0,2,1,0
67,29,2,11,0,0,1,0.8,1.6,0.8,2.4,0.6,6.7,1.2,0,5.5,1,1,0,7,1,0
67,30,2,4,0,1,1,0.9,1.5,0.6,5.1,0.7,3.3,1.4,0,1.9,1,2,0,4,1,1
67,31,2,1,0,1,1,0.8,2.2,1.4,0.6,1,6.6,1.3,0.4,4.9,1,1,1,6,1,1
67,32,2,9,0,1,1,0.4,3.2,2.8,0.4,0.7,6.8,1.5,0,5.3,1,3,0,6,1,1
67,33,2,3,0,1,1,0.9,1.1,0.2,0.5,0.9,5.8,0.7,0,5.1,1,1,0,5,1,1
67,34,2,11,0,0,0,4.7,1.9,-2.8,1.9,0.9,3.8,0,0,3.8,1,0,0,5,1,0
67,35,2,10,0,0,0,9.1,4.1,-5,3.6,1.4,1.6,0,0,1.6,1,0,0,2,1,0
67,36,2,0,0,0,0,,1.7,,,2,,,,,1,,,,1,0
67,37,2,10,0,0,1,,,,,0.5,2,0,0,2,1,0,0,4,1,1
67,38,2,2,0,1,0,0.6,1.8,1.2,0.8,1.2,2.6,0.9,0,1.7,1,1,0,2,1,1
67,39,2,3,0,0,1,2.7,2.1,-0.6,0.9,0.8,4.7,0,0.9,3.8,1,0,2,5,1,0
67,40,2,8,0,0,0,0,3.7,3.7,1.7,2.5,2,0.4,0,1.6,1,1,0,2,1,0
67,41,2,0,0,1,1,0,1.1,1.1,0.9,1.8,3.8,2,0,1.8,1,2,0,3,1,1
67,42,2,3,1,1,1,1.1,1.6,0.5,1.2,2,6,0.7,0,5.3,1,1,0,3,1,1
67,43,2,8,1,0,1,5.8,5.8,0,,2.8,0.4,0.4,0,0,1,1,0,0,1,1
67,44,2,6,1,1,0,2.1,2.9,0.8,,1.3,0.4,0.4,0,0,1,1,0,0,1,0
67,45,2,7,1,1,1,2.4,2.9,0.5,2.2,0.6,1.3,0.6,0,0.7,1,1,0,1,1,1
67,46,2,0,1,1,1,0.9,2.1,1.2,2.1,1.4,8.2,4.2,0,4,1,1,0,5,1,1
67,47,2,9,1,1,1,3.3,2.3,-1,,1.1,1.4,0,1.4,0,1,0,1,0,1,1
67,48,2,3,1,0,1,2.4,3.5,1.1,0.6,2,2.4,0.4,0.4,1.6,1,1,1,2,1,1
67,49,3,0,0,1,1,0.3,1.4,1.1,3.8,1.1,8.3,1.2,3,4.1,1,1,1,4,1,1
67,50,3,9,0,0,1,0.1,1.3,1.2,0.9,2.7,4.1,0.8,0.6,2.7,1,1,1,3,1,1
67,51,3,11,1,0,0,1.4,,,,,,,,,1,,,,0,0
67,52,3,0,1,0,0,0.6,,,,,,,,,1,,,,0,0
67,53,3,3,1,0,0,0.5,,,,,,,,,1,,,,0,0
67,54,3,1,0,0,0,0.2,,,,,,,,,1,,,,0,0
67,55,3,0,1,0,0,7.9,,,,,,,,,1,,,,0,0
67,56,3,3,0,1,1,1.2,1.4,0.2,0.6,1.4,5.6,2.1,0,3.5,1,1,0,5,1,1
67,57,3,11,0,1,1,0.5,5.4,4.9,1.6,2.2,3.2,1.8,0.7,0.7,1,2,1,1,1,1
67,58,3,1,0,1,1,0.2,1.5,1.3,1.5,1.5,8.8,1.5,0.6,6.7,1,1,1,3,1,1
67,59,3,7,0,1,1,0.9,6.4,5.5,5.4,1.5,3.1,1.6,0,1.5,1,2,0,2,1,1
67,60,3,10,0,1,1,0.8,1.3,0.5,1.1,2.2,5.8,2.5,0,3.3,1,1,0,3,1,1
67,61,3,0,0,1,1,0.2,2.2,2,0.9,2.3,9.1,2,1.8,5.3,1,3,1,2,1,1
67,62,3,10,0,0,1,0.1,3.3,3.2,2.7,1.4,8.9,2.3,2.7,3.9,1,3,1,2,1,0
67,63,3,6,1,1,1,0.7,9.1,8.4,,5.8,4,4,0,0,1,4,0,0,1,1
67,64,3,7,1,0,1,1.9,,,,,,,,,1,,,,0,1
67,65,3,0,1,0,0,0.7,,,,,,,,,1,,,,0,0
67,66,3,2,0,1,1,0.2,4.4,4.2,0.8,2.2,5.6,2.6,0.9,2.1,1,3,1,4,1,1
67,67,3,3,1,0,0,0.7,2.4,1.7,0.5,0.4,2.6,0.9,0,1.7,1,2,0,3,1,0
67,68,3,4,1,0,0,1.9,,,,,,,,,1,,,,0,0
67,69,3,3,0,0,1,2,0,-2,1.6,0.4,2,0,0,2,1,0,0,2,1,1
67,70,3,8,0,1,1,0.1,3.6,3.5,1.3,2.3,4.3,1.2,0,3.1,1,2,0,5,1,1
67,71,3,6,1,0,0,1.4,,,,,,,,,1,,,,0,0
67,72,3,4,1,1,1,0.7,1.8,1.1,0.8,0.8,6.1,1.2,0,4.9,1,2,0,4,1,1
67,73,4,9,0,1,1,1.6,1.8,0.2,0.7,2.4,9.5,2.3,0,7.2,1,1,0,5,1,1
67,74,4,2,0,1,1,2.9,0.5,-2.4,1.8,0.6,6.3,0,0,6.3,1,0,0,5,1,1
67,75,4,6,1,1,1,0.7,2.7,2,3.5,1.7,4.2,2.3,1.4,0.5,1,2,2,1,1,1
67,76,4,4,1,0,0,1.4,,,,,,,,,1,,,,0,0
67,77,4,9,1,0,0,0.8,,,,,,,,,1,,,,0,0
67,78,4,10,0,1,1,0,4.5,4.5,2.4,2,9.3,2.1,1.7,5.5,1,3,1,1,1,1
67,79,4,8,1,0,0,1.1,,,,,,,,,1,,,,0,0
67,80,4,1,1,0,0,1.2,,,,,,,,,1,,,,0,0
67,81,4,5,1,1,1,1.4,3.4,2,1.1,1.5,3.1,1.9,0,1.2,1,2,0,2,1,1
67,82,4,11,0,1,1,0.6,3.2,2.6,2.3,2.7,2.5,1.3,0.6,0.6,1,2,1,1,1,1
67,83,4,5,0,1,1,0.3,2.1,1.8,6.6,2,5.3,2,1.3,2,1,2,1,3,1,1
67,84,4,10,0,1,1,0.1,1.6,1.5,0.8,3.2,6.9,4.2,0,2.7,1,1,0,2,1,1
67,85,4,6,0,0,1,0.5,4.9,4.4,1.9,1.2,9.4,3.6,0.9,4.9,1,3,2,5,1,1
67,86,4,4,0,0,1,0.4,2,1.6,0.4,1.1,6.7,2.4,0,4.3,1,1,0,7,1,0
67,87,4,8,0,1,1,0,1.2,1.2,0.7,2.5,9.5,2.4,0,7.1,1,1,0,3,1,1
67,88,4,3,0,1,1,3.4,1.8,-1.6,1,3.3,6.1,0,1,5.1,1,0,1,2,1,1
67,89,4,0,0,1,1,4.2,1.9,-2.3,7.4,2.1,2.6,0,0.5,2.1,1,0,1,2,1,1
67,90,4,2,0,1,1,0.7,4,3.3,1,1.1,11.9,4.7,0,7.2,1,3,0,2,1,1
67,91,4,11,1,1,1,0.2,2.7,2.5,0.8,2.7,4.8,2.1,0.4,2.3,1,3,1,2,1,1
67,92,4,4,1,0,0,1,,,,,,,,,1,,,,0,0
67,93,4,7,1,1,1,0,9.9,9.9,2.6,0.8,8.7,8.1,0,0.6,1,6,0,1,1,1
67,94,4,8,1,1,1,0.2,1.6,1.4,1.7,2.7,10.8,1.4,2.3,7.1,1,1,1,2,1,1
67,95,4,3,0,1,1,0,1.1,1.1,6.8,2.7,5.2,3.5,0,1.7,1,1,0,1,1,1
67,96,4,0,1,1,1,1,0.9,-0.1,3.8,1.6,7.3,5.2,0,2.1,1,1,0,2,1,1
67,97,5,2,0,0,0,,,,,,,,,,1,,,,0,0
67,98,5,0,0,1,1,0.8,1,0.2,5.1,1.8,9.8,1.6,2.1,6.1,1,1,1,4,1,1
67,99,5,9,0,1,1,1.4,3,1.6,2.2,2.8,6.6,5.8,0,0.8,1,2,0,1,1,1
67,100,5,10,0,1,1,0.5,3.3,2.8,0.6,0.9,7.5,2.8,0,4.7,1,3,0,4,1,1
67,101,5,5,1,0,1,4.1,7.8,3.7,,0.4,4.2,4.2,0,0,1,3,0,0,1,0
67,102,5,11,0,1,1,0.4,3.2,2.8,4.6,0.8,8.5,4.5,0,4,1,4,0,2,1,1
67,103,5,0,0,1,1,0.4,1,0.6,2.8,1.8,7.2,2.5,0,4.7,1,2,0,4,1,1
67,104,5,10,1,0,0,0.9,,,,,,,,,1,,,,0,0
67,105,5,9,0,1,1,1.1,1.4,0.3,8.9,2.1,6.5,4.5,0,2,1,1,0,1,1,1
67,106,5,10,0,1,1,2.5,1.8,-0.7,2.1,1.7,5.3,0,0.6,4.7,1,0,1,2,1,1
67,107,5,2,0,1,1,0.1,2,1.9,2.1,2.2,10.8,2.9,0.9,7,1,3,1,4,1,1
67,108,5,6,0,1,1,1.4,1.5,0.1,1.3,2,4.9,3.3,0,1.6,1,1,0,2,1,1
67,109,5,9,0,1,1,0.9,2.1,1.2,6.1,1.7,3.9,1.7,1.8,0.4,1,1,1,1,1,1
67,110,5,7,0,1,1,0.1,2.4,2.3,1.7,2.9,3.5,2,0,1.5,1,2,0,2,1,1
67,111,5,2,1,0,1,1.2,3.6,2.4,3.1,0.5,7,5.2,0,1.8,1,2,0,2,1,0
67,112,5,4,0,1,1,1,3.6,2.6,0.5,2.4,6.5,2,1.5,3,1,2,1,5,1,1
67,113,5,3,0,1,1,0.4,1.9,1.5,2.3,2,5.3,2.9,0,2.4,1,1,0,3,1,1
67,114,5,8,0,1,1,0.5,4.3,3.8,0.9,2.3,5.1,2.4,0,2.7,1,3,0,4,1,1
67,115,5,2,0,1,0,1.1,4.9,3.8,3.7,0.4,5.8,1.9,0,3.9,1,2,0,3,1,1
67,116,5,7,1,0,0,0.9,,,,,,,,,1,,,,0,0
67,117,5,1,1,0,0,2.4,,,,,,,,,1,,,,0,0
67,118,5,11,0,1,1,1.2,4.9,3.7,2.4,1.2,1.3,0.9,0,0.4,1,2,0,1,1,1
67,119,5,2,0,1,1,0.2,2.2,2,0.4,1.3,5.8,2.9,0,2.9,1,2,0,4,1,1
67,120,5,3,1,1,0,,6,,,1.1,,,,,1,,,,1,0
68,1,1,2,1,0,0,4.8,,,,,,,,,1,,,,0,0
68,2,1,7,0,1,1,1.2,5.3,4.1,0.7,3.2,6,0.4,1.3,4.3,1,1,1,3,1,1
68,3,1,1,1,1,1,2.5,5.5,3,,2.6,2.3,1.9,0.4,0,1,2,1,0,1,1
68,4,1,3,0,1,1,5,2.7,-2.3,,4,2.2,0,2.2,0,1,0,1,0,1,1
68,5,1,6,0,1,1,6.9,3.4,-3.5,,4.9,1.5,0,1.5,0,1,0,2,0,1,1
68,6,1,5,0,1,1,7.3,3.4,-3.9,,4.9,6.6,0,6.6,0,1,0,3,0,1,1
68,7,1,2,0,1,1,9.9,6.8,-3.1,,4.1,0.8,0,0.8,0,1,0,1,0,1,1
68,8,1,9,0,1,1,1.8,3.6,1.8,,4.1,1.2,0.4,0.8,0,1,1,1,0,1,1
68,9,1,4,0,0,0,,2.6,,,3.1,,,,,1,,,,1,0
68,10,1,7,0,0,1,5.4,2.3,-3.1,,4.1,0.4,0,0.4,0,1,0,1,0,1,1
68,11,1,11,0,0,1,5.6,3.1,-2.5,5.7,2.6,1,0,0.4,0.6,1,0,1,1,1,1
68,12,1,8,0,0,0,,2.6,,,4.3,,,,,1,,,,1,0
68,13,1,6,0,1,1,,,,,1.6,4.5,0,0,4.5,1,0,0,3,1,1
68,14,1,8,0,1,1,1.7,3.2,1.5,,5.1,1.4,0.4,1,0,1,1,1,0,1,1
68,15,1,4,0,1,0,,2.3,,,4.5,,,,,1,,,,1,0
68,16,1,5,0,0,0,,2.8,,,3.3,,,,,1,,,,1,0
68,17,1,2,0,1,1,1.1,3.2,2.1,1.3,5.5,2.8,0.4,0.7,1.7,1,1,1,2,1,1
68,18,1,7,1,1,0,,4,,,2.8,,,,,1,,,,1,0
68,19,1,0,0,1,0,,2,,,4.6,,,,,1,,,,1,0
68,20,1,10,1,1,1,3.3,3.9,0.6,,4,1.2,0.8,0.4,0,1,2,1,0,1,1
68,21,1,3,1,1,0,1.9,3.5,1.6,,0.5,0.6,0.6,0,0,1,1,0,0,1,0
68,22,1,5,0,1,0,,2.4,,,4.9,,,,,1,,,,1,0
68,23,1,8,1,1,0,3.2,5.1,1.9,,0.4,0.8,0.8,0,0,1,2,0,0,1,0
68,24,1,9,1,1,1,2.3,3.6,1.3,1.1,0.4,5.6,2.4,0,3.2,1,3,0,4,1,1
68,25,2,10,0,0,1,5.6,2.9,-2.7,8.1,3,1.6,0,1.1,0.5,1,0,1,1,1,1
68,26,2,11,0,0,0,0.2,1.9,1.7,1.6,3.9,2.8,0.4,0,2.4,1,1,0,2,1,0
68,27,2,6,0,1,1,8.8,6.3,-2.5,,2.8,1,0,1,0,1,0,2,0,1,1
68,28,2,3,1,1,0,,2.2,,,0.5,,,,,1,,,,1,0
68,29,2,11,0,1,0,6.1,1.8,-4.3,1,3.3,1.7,0,0,1.7,1,0,0,1,1,0
68,30,2,4,0,1,0,7.7,3.1,-4.6,0.6,4,1.7,0,0,1.7,1,0,0,2,1,0
68,31,2,1,0,1,1,2.8,1.9,-0.9,1.5,4.5,5.4,0,2,3.4,1,0,2,2,1,1
68,32,2,9,0,1,1,3.9,1.4,-2.5,0.9,4.3,7.9,0,1.1,6.8,1,0,2,2,1,1
68,33,2,3,0,1,1,8,0.2,-7.8,5.8,2,2.2,0,0,2.2,1,0,0,3,1,1
68,34,2,11,0,1,0,12.5,0.5,-12,6.6,5.4,2.4,0,0,2.4,1,0,0,1,1,0
