Participant,Trigger,Condition,Building,Left_Right,accurate_pointing,accurate_gaze,T_detection,T_pointing,T_action,T_conf,length_point,length_gaze,sum_length_gazeb,sum_length_gazem,sum_length_gazec,frequency_point,frequency_b,frequency_m,frequency_c,pointed_or_not,accurate_fused
23,16,1,5,0,0,0,6.3,,,,,,,,,1,,,,0,0
23,17,1,2,0,1,1,0.8,4.3,3.5,1.7,2.1,3.6,1.4,1.1,1.1,1,2,1,2,1,1
23,18,1,7,1,1,0,,3.5,,,2.3,,,,,1,,,,1,0
23,19,1,0,0,1,1,2.9,2.8,-0.1,3.3,1.9,1.1,0.7,0,0.4,1,1,0,1,1,1
23,20,1,10,1,1,0,4.2,5.3,1.1,3.7,2.5,0.8,0.4,0,0.4,1,1,0,1,1,0
23,21,1,3,1,0,0,12.1,,,,,,,,,1,,,,0,0
23,22,1,5,0,1,1,6.2,5.2,-1,,1.1,0.7,0,0.7,0,1,0,1,0,1,1
23,23,1,8,1,1,0,7,5,-2,0.6,1.4,0.9,0,0,0.9,1,0,0,2,1,0
23,24,1,9,1,1,1,0.9,3,2.1,1.2,1.5,7.5,2.8,1,3.7,1,2,1,3,1,1
23,25,2,10,0,1,1,0.5,2.3,1.8,1.5,1.5,3.7,1,0.8,1.9,1,2,1,4,1,1
23,26,2,11,0,1,0,5.2,3.5,-1.7,0.4,1.3,1.9,0,0,1.9,1,0,0,3,1,0
23,27,2,6,0,1,1,1.5,6.9,5.4,5.2,1.9,2.3,1.8,0,0.5,1,4,0,1,1,1
23,28,2,3,1,1,0,,1.7,,,0.8,,,,,1,,,,1,0
23,29,2,11,0,1,1,0.8,2.5,1.7,1.9,1.1,6.2,0.6,2.2,3.4,1,1,1,6,1,1
23,30,2,4,0,1,1,0.2,1.9,1.7,3.2,2.8,4.7,0.6,1.7,2.4,1,1,2,4,1,1
23,31,2,1,0,1,1,0.2,3.1,2.9,1.7,2.5,9.2,1.6,3.6,4,1,2,1,5,1,1
23,32,2,9,0,1,1,0.1,5.3,5.2,1.3,3,4.3,2.8,0,1.5,1,4,0,1,1,1
23,33,2,3,0,1,0,0.1,4.7,4.6,4.5,2.4,4.5,1.6,0,2.9,1,3,0,3,1,0
23,34,2,11,0,1,0,3.1,4.1,1,7.3,2.4,1,0.5,0,0.5,1,1,0,1,1,0
23,35,2,10,0,1,0,1.5,3,1.5,,1.8,0.4,0.4,0,0,1,1,0,0,1,0
23,36,2,0,0,0,0,0.5,,,,,,,,,1,,,,0,0
23,37,2,10,0,1,0,1.1,3.6,2.5,8.6,1.8,1.8,1.3,0,0.5,1,3,0,1,1,0
23,38,2,2,0,1,0,,1.5,,,1.9,,,,,1,,,,1,0
23,39,2,3,0,1,1,0.2,1.5,1.3,10,1.6,3.1,1.2,0.7,1.2,1,1,1,2,1,1
23,40,2,8,0,1,0,0.4,1.6,1.2,,1.9,0.4,0.4,0,0,1,1,0,0,1,0
23,41,2,0,0,1,1,2.7,2.4,-0.3,0.5,1.8,3.1,0,0.5,2.6,1,0,1,3,1,1
23,42,2,3,1,1,0,0.2,2.1,1.9,,3.6,0.5,0.5,0,0,1,1,0,0,1,0
23,43,2,8,1,1,0,,1.9,,,2.4,,,,,1,,,,1,0
23,44,2,6,1,1,0,3.2,4.3,1.1,,2.6,0.5,0.5,0,0,1,1,0,0,1,0
23,45,2,7,1,1,0,,1.4,,,3,,,,,1,,,,1,0
23,46,2,0,1,1,1,4.1,5.3,1.2,,3.9,3.2,1.2,2,0,1,1,3,0,1,1
23,47,2,9,1,1,1,3.5,3.3,-0.2,1,1.5,1.4,0.8,0,0.6,1,1,0,1,1,1
23,48,2,3,1,1,1,0,1.8,1.8,0.6,2.8,5.3,4,0,1.3,1,2,0,3,1,1
23,49,3,0,0,1,1,,,,,0.5,13.3,0,0,13.3,1,0,0,10,1,1
23,50,3,9,0,0,1,1.4,1.7,0.3,4.8,1.1,2.1,0.9,0.4,0.8,1,1,1,2,1,0
23,51,3,11,1,0,0,1.3,,,,,,,,,1,,,,0,0
23,52,3,0,1,0,0,0.4,,,,,,,,,1,,,,0,0
23,53,3,3,1,0,0,0.7,,,,,,,,,1,,,,0,0
23,54,3,1,0,1,1,0.8,3.8,3,3.8,2.9,12.3,9,0,3.3,1,3,0,1,1,1
23,55,3,0,1,1,1,1.5,8.8,7.3,1.9,2.2,8.4,8,0,0.4,1,6,0,1,1,1
23,56,3,3,0,1,1,0.1,2.8,2.7,8.1,2,7.6,3.1,3.7,0.8,1,1,2,1,1,1
23,57,3,11,0,1,1,0.9,7.7,6.8,3.6,1.5,10.7,9.3,0,1.4,1,4,0,3,1,1
23,58,3,1,0,1,1,1,2.2,1.2,1,1.2,10.8,1.6,0.9,8.3,1,1,1,3,1,1
23,59,3,7,0,1,1,0.6,8.6,8,2.1,1.6,12,7.8,2.5,1.7,1,2,1,2,1,1
23,60,3,10,0,1,1,0.3,1.4,1.1,3,1.1,5.3,0.6,2.4,2.3,1,1,1,3,1,1
23,61,3,0,0,1,1,0.2,2.5,2.3,1.7,1.4,9.8,4.3,0,5.5,1,2,0,3,1,1
23,62,3,10,0,1,1,1.3,1.6,0.3,7.1,1.7,4,1,2.1,0.9,1,1,1,1,1,1
23,63,3,6,1,1,1,1.4,2.9,1.5,,1.3,2.4,1.2,1.2,0,1,2,1,0,1,1
23,64,3,7,1,1,1,0.7,4.4,3.7,8.3,0.8,3.2,2.4,0.4,0.4,1,2,1,1,1,1
23,65,3,0,1,1,1,0.2,1,0.8,0.8,2.2,4.8,0.6,0.9,3.3,1,1,1,3,1,1
23,66,3,2,0,1,1,0.3,5.4,5.1,3.6,1.5,6.5,4.1,1.7,0.7,1,2,1,1,1,1
23,67,3,3,1,1,1,0.6,2.2,1.6,1.2,0.9,2.7,1.7,0,1,1,2,0,2,1,1
23,68,3,4,1,0,0,0.1,,,,,,,,,1,,,,0,0
23,69,3,3,0,0,0,1,,,,,,,,,1,,,,0,0
23,70,3,8,0,1,1,0.5,5,4.5,2.7,0.9,7.1,2.8,1.5,2.8,1,4,1,4,1,1
23,71,3,6,1,1,1,1.3,5.2,3.9,,1.4,3.1,2.5,0.6,0,1,4,1,0,1,1
23,72,3,4,1,1,1,0.3,2.8,2.5,7.6,0.8,2.9,2.1,0,0.8,1,3,0,1,1,1
23,73,4,9,0,1,1,0.9,8.8,7.9,3.5,2.2,12.3,8.6,3.2,0.5,1,4,1,1,1,1
23,74,4,2,0,1,1,1,6,5,5.7,2.3,8.7,5.3,2.8,0.6,1,3,1,1,1,1
23,75,4,6,1,1,1,0.3,6.1,5.8,,1.3,3.2,3.2,0,0,1,5,0,0,1,1
23,76,4,4,1,1,1,0.8,8.6,7.8,,2.8,8.6,8.6,0,0,1,5,0,0,1,1
23,77,4,9,1,1,1,0.1,7,6.9,,2.5,7,7,0,0,1,5,0,0,1,1
23,78,4,10,0,1,1,0.1,4.9,4.8,1.5,2.1,10.2,5.5,2.1,2.6,1,3,1,4,1,1
23,79,4,8,1,0,0,0.2,,,,,,,,,1,,,,0,0
23,80,4,1,1,0,0,0.6,,,,,,,,,1,,,,0,0
23,81,4,5,1,1,1,1.1,2.6,1.5,7.4,0.9,3.8,1.2,0,2.6,1,3,0,1,1,1
23,82,4,11,0,1,1,2.4,4.7,2.3,2.4,2.2,5,1.9,1.3,1.8,1,2,1,3,1,1
23,83,4,5,0,1,1,1,2.8,1.8,3.4,1.3,7,1.1,3.8,2.1,1,1,1,4,1,1
23,84,4,10,0,1,1,0.4,1.7,1.3,0.5,1.2,3.2,0.5,0.9,1.8,1,1,1,3,1,1
23,85,4,6,0,1,1,1.1,6.1,5,1.1,1.7,8.8,4.9,0.5,3.4,1,2,1,2,1,1
23,86,4,4,0,1,1,1.4,4,2.6,2.5,2.2,6.4,2.3,2.2,1.9,1,1,1,3,1,1
23,87,4,8,0,1,1,0,3.2,3.2,2.1,1.4,6.7,2.7,2.3,1.7,1,1,1,2,1,1
23,88,4,3,0,0,1,2.2,1.9,-0.3,0.6,1,8.2,0,0.6,7.6,1,0,1,5,1,1
23,89,4,0,0,1,1,4.6,1.5,-3.1,1.3,1.8,4.2,0,0,4.2,1,0,0,5,1,1
23,90,4,2,0,0,0,0.5,,,,,,,,,1,,,,0,0
23,91,4,11,1,0,0,0.2,,,,,,,,,1,,,,0,0
23,92,4,4,1,1,1,0.1,5.4,5.3,5.4,0.5,12,9.7,0,2.3,1,4,0,3,1,1
23,93,4,7,1,1,1,0.7,6.9,6.2,1,1.4,8.8,3.8,1.1,3.9,1,5,1,4,1,1
23,94,4,8,1,1,1,0,6.8,6.8,0.5,0.6,7.7,6.8,0,0.9,1,3,0,1,1,1
23,95,4,3,0,1,1,0,1.3,1.3,4.8,2,4.9,1.7,1.7,1.5,1,2,2,1,1,1
23,96,4,0,1,1,1,0,1.8,1.8,4.3,2.1,5.6,4,0,1.6,1,1,0,2,1,1
23,97,5,2,0,1,1,1.8,5.3,3.5,4.7,2,4,2.6,0.8,0.6,1,3,1,1,1,1
23,98,5,0,0,0,0,0.1,,,,,,,,,1,,,,0,0
23,99,5,9,0,1,1,0.4,8.6,8.2,3,2.6,4.3,3.9,0,0.4,1,6,0,1,1,1
23,100,5,10,0,1,1,3.4,5.5,2.1,1.3,0.9,3.5,2.2,0,1.3,1,2,0,3,1,1
23,101,5,5,1,1,1,5.5,11.9,6.4,,1.5,4.7,4.7,0,0,1,5,0,0,1,1
23,102,5,11,0,0,1,2.1,1.6,-0.5,2.2,0.4,3.2,0,0.6,2.6,1,0,1,4,1,0
23,103,5,0,0,1,1,1.9,3.4,1.5,1.4,1.9,4.8,2.6,0,2.2,1,2,0,2,1,1
23,104,5,10,1,1,1,2.8,2.5,-0.3,1.3,1.4,3.2,0,1.3,1.9,1,0,2,3,1,1
23,105,5,9,0,1,1,1.1,1.9,0.8,1.6,1.6,5.9,1.3,1.1,3.5,1,1,2,5,1,1
23,106,5,10,0,1,1,1.4,2.6,1.2,1,1.8,6.7,1.3,0.7,4.7,1,1,1,3,1,1
23,107,5,2,0,0,0,7.6,,,,,,,,,1,,,,0,0
23,108,5,6,0,1,1,2.2,3.1,0.9,1.1,0.8,5.9,1.8,0,4.1,1,2,0,5,1,1
23,109,5,9,0,1,1,1,1.8,0.8,4.1,1.8,2.2,0.8,0,1.4,1,1,0,2,1,1
23,110,5,7,0,1,1,2.9,4.4,1.5,7.1,0.5,3,0.8,1.5,0.7,1,1,1,1,1,1
23,111,5,2,1,1,1,0.6,3.5,2.9,2.4,2.3,5.7,1.6,2.2,1.9,1,3,1,3,1,1
23,112,5,4,0,1,1,2.1,5.5,3.4,1,1.5,6.3,2.4,0,3.9,1,2,0,5,1,1
23,113,5,3,0,0,0,1.8,,,,,,,,,1,,,,0,0
23,114,5,8,0,1,0,2.2,6,3.8,1,1.4,4,1.7,0,2.3,1,3,0,2,1,0
23,115,5,2,0,1,1,0.8,6.4,5.6,0.7,2.2,4.6,2.5,0,2.1,1,4,0,4,1,1
23,116,5,7,1,1,1,0.6,2.1,1.5,2.3,2,5.2,3.6,0,1.6,1,2,0,3,1,1
23,117,5,1,1,1,1,1.1,4.5,3.4,,2.6,5.1,4.7,0.4,0,1,3,1,0,1,1
23,118,5,11,0,1,1,2.1,4.4,2.3,1.2,2,5.2,0.5,0.7,4,1,1,1,5,1,1
23,119,5,2,0,1,0,4,2,-2,1.1,0.9,4.1,0,0,4.1,1,0,0,5,1,1
23,120,5,3,1,1,1,0.3,1.9,1.6,,1,1.6,1.6,0,0,1,2,0,0,1,1
24,1,1,2,1,1,1,5.4,9.5,4.1,,4.3,5.7,5.2,0.5,0,1,4,1,0,1,1
24,2,1,7,0,1,1,0.5,3.5,3,2.7,2.4,5.7,3.2,1.6,0.9,1,2,1,2,1,1
24,3,1,1,1,1,1,3.4,2.4,-1,1.5,2.5,2.4,0,1.6,0.8,1,0,1,2,1,1
24,4,1,3,0,0,0,0.7,,,,,,,,,1,,,,0,0
24,5,1,6,0,0,0,1,,,,,,,,,1,,,,0,0
24,6,1,5,0,1,1,1.5,4.7,3.2,2.3,0.4,3.9,2.3,0,1.6,1,3,0,2,1,1
24,7,1,2,0,1,1,1.7,11.6,9.9,,0.9,2.9,2.5,0.4,0,1,4,1,0,1,1
24,8,1,9,0,0,1,0.1,1.5,1.4,0.4,1.5,2.2,0.5,0,1.7,1,1,0,2,1,1
24,9,1,4,0,0,1,3.2,3.4,0.2,3.3,1.8,1.8,0.4,0,1.4,1,1,0,2,1,1
24,10,1,7,0,1,0,,2.7,,,1.6,,,,,1,,,,1,0
24,73,4,9,0,1,1,0.2,3.5,3.3,1.4,3.5,10.1,3.4,2.6,4.1,1,3,1,5,1,1
24,74,4,2,0,1,1,0.9,6.8,5.9,0.8,5,9.7,8.6,0,1.1,1,3,0,2,1,1
24,75,4,6,1,1,1,1,4,3,1.9,4.4,8.4,2.4,5,1,1,2,2,1,1,1
24,76,4,4,1,1,1,0,3.1,3.1,1.7,3.8,21.7,7.3,0,14.4,1,2,0,2,1,1
24,77,4,9,1,1,1,9.9,2,-7.9,2.5,5.4,2.2,0,0,2.2,1,0,0,3,1,1
24,78,4,10,0,0,1,0,3.8,3.8,1.2,3.8,8.3,6.4,0,1.9,1,3,0,2,1,1
24,79,4,8,1,1,1,0.9,2.1,1.2,1.7,0.5,8.7,3.2,0,5.5,1,1,0,2,1,1
24,80,4,1,1,1,1,0.6,2.3,1.7,5.3,4.5,9.9,4.1,4.4,1.4,1,2,1,2,1,1
24,81,4,5,1,1,1,2.1,0.6,-1.5,,5.5,2.5,0,2.5,0,1,0,2,0,1,1
24,82,4,11,0,1,1,0.1,0.9,0.8,0.9,4.7,9.5,3.9,1.8,3.8,1,1,1,3,1,1
24,83,4,5,0,1,1,1,1.1,0.1,0.7,5.6,5.2,0.7,3.3,1.2,1,1,2,2,1,1
24,84,4,10,0,1,1,0.5,2.7,2.2,2.5,5.7,4.1,2.5,0.7,0.9,1,2,1,1,1,1
24,85,4,6,0,1,1,0.7,1.7,1,2,7.1,12.1,4.1,4.4,3.6,1,2,2,3,1,1
24,86,4,4,0,0,1,2,1.4,-0.6,1.1,7.6,8.6,0,6.2,2.4,1,0,4,3,1,1
24,87,4,8,0,1,1,0.3,0.7,0.4,2.7,9.6,7,4.5,1.7,0.8,1,1,2,1,1,1
24,88,4,3,0,1,1,0.6,1.2,0.6,,6.8,2,0.6,1.4,0,1,1,2,0,1,1
24,89,4,0,0,1,1,1.1,3.7,2.6,0.9,8.2,6.5,4.1,1.7,0.7,1,3,2,1,1,1
24,90,4,2,0,0,1,0.3,11.1,10.8,,3.8,5.2,3.6,1.6,0,1,4,1,0,1,1
24,91,4,11,1,1,1,0.4,0.9,0.5,3.1,0.4,8.3,3.4,0,4.9,1,1,0,3,1,1
24,92,4,4,1,1,1,0.3,1.6,1.3,1.9,10.8,10.5,1.5,7.2,1.8,1,2,8,1,1,1
24,93,4,7,1,1,1,1.8,1,-0.8,1.7,9.1,8.3,0,7.1,1.2,1,0,3,1,1,1
24,94,4,8,1,1,1,0.6,1.8,1.2,4.9,0.6,10.3,6.3,0,4,1,1,0,3,1,1
24,95,4,3,0,1,1,0,1.2,1.2,3.9,4.8,7.1,3.9,1.9,1.3,1,1,3,2,1,1
24,96,4,0,1,1,1,0.5,1,0.5,1.4,9.6,8.3,0.7,6.7,0.9,1,1,2,2,1,1
24,97,5,2,0,1,1,2.5,7.2,4.7,5.1,1.5,5.2,3.1,0.8,1.3,1,4,1,2,1,1
24,98,5,0,0,1,1,0,1.1,1.1,2.2,4.8,8.9,1.8,4.8,2.3,1,2,3,3,1,1
24,99,5,9,0,1,1,1.1,1.4,0.3,0.8,1,6.5,0.5,0.4,5.6,1,1,1,6,1,1
24,100,5,10,0,0,0,7.2,,,,,,,,,1,,,,0,0
24,101,5,5,1,1,1,0.5,10.9,10.4,,5.4,6.7,6.7,0,0,1,5,0,0,1,1
24,102,5,11,0,1,1,2,3.6,1.6,,8.8,6.7,1.2,5.5,0,1,2,3,0,1,1
24,103,5,0,0,1,1,0.7,1.4,0.7,1.8,8.9,9.3,4,3,2.3,1,1,2,1,1,1
24,104,5,10,1,1,1,0.1,3.1,3,1.1,5.4,3.4,1.1,1.7,0.6,1,2,3,1,1,1
24,105,5,9,0,1,1,1,1.1,0.1,3.4,2,7,4.4,0,2.6,1,1,0,5,1,1
24,106,5,10,0,1,1,1.2,2.6,1.4,2.2,6.3,6.3,2.3,3.2,0.8,1,3,2,1,1,1
24,107,5,2,0,1,1,0.7,2.1,1.4,5.2,6.3,4.3,2.6,0.9,0.8,1,2,1,1,1,1
24,108,5,6,0,0,1,0.5,1.9,1.4,1.7,1.1,4.3,0.8,0.8,2.7,1,1,1,4,1,1
24,109,5,9,0,1,1,0.4,1.6,1.2,1.7,1.8,4,0.6,0.9,2.5,1,1,1,4,1,1
24,110,5,7,0,1,1,2,2.1,0.1,7.6,0.4,1,0.4,0,0.6,1,1,0,1,1,1
24,111,5,2,1,1,1,0.4,3,2.6,,10.2,10.1,2.4,7.7,0,1,2,3,0,1,1
24,112,5,4,0,0,1,1.6,3.5,1.9,2.3,5.5,7,1.7,3.3,2,1,2,3,2,1,1
24,113,5,3,0,1,1,1.4,1.5,0.1,9.4,0.5,2.7,0.4,1.4,0.9,1,1,1,1,1,1
24,114,5,8,0,0,1,0.6,4.6,4,2.3,0.5,3.8,0.6,1.3,1.9,1,1,1,3,1,1
24,115,5,2,0,1,1,2.3,4.2,1.9,1.1,2.7,5.2,3.7,0,1.5,1,2,0,3,1,1
24,116,5,7,1,1,1,0.8,3.3,2.5,6.3,3.6,4.3,2.5,1,0.8,1,3,1,1,1,1
24,117,5,1,1,1,1,1.5,3.1,1.6,3.5,3.4,5.1,3.9,0,1.2,1,2,0,2,1,1
24,118,5,11,0,1,1,1,4.2,3.2,5.8,0.5,3,1.7,0,1.3,1,3,0,2,1,1
24,119,5,2,0,1,1,2,2.8,0.8,,0.4,1.7,0.9,0.8,0,1,2,1,0,1,1
24,120,5,3,1,1,1,1.4,1.7,0.3,0.6,1.4,2.4,1.4,0,1,1,1,0,2,1,1
25,1,1,2,1,0,1,3.3,6.4,3.1,1.4,0.5,11.6,2.4,0,9.2,1,3,0,11,1,0
25,2,1,7,0,0,0,1.7,,,,,,,,,1,,,,0,0
25,3,1,1,1,0,0,2.3,6.1,3.8,,0.4,1.7,1.7,0,0,1,2,0,0,1,0
25,4,1,3,0,0,0,2.5,3.8,1.3,1.8,0.5,3.8,0.4,0,3.4,1,1,0,5,1,0
25,5,1,6,0,0,1,1.5,1.6,0.1,2.7,0.4,3.9,0.4,0,3.5,1,1,0,4,1,1
25,6,1,5,0,0,1,0.8,6.2,5.4,0.5,0.4,4.9,1.9,0,3,1,3,0,5,1,0
25,7,1,2,0,0,1,1,5.7,4.7,1.7,0.6,5.8,1.6,1.5,2.7,1,3,1,5,1,0
25,8,1,9,0,0,1,4.3,4.1,-0.2,0.4,0.5,3.3,0.6,0,2.7,1,1,0,3,1,1
25,9,1,4,0,0,0,0.5,,,,,,,,,1,,,,0,0
25,10,1,7,0,0,0,2.7,1.8,-0.9,0.4,0.5,1.9,0,0,1.9,1,0,0,2,1,0
25,11,1,11,0,0,0,7.2,,,,,,,,,1,,,,0,0
25,12,1,8,0,0,0,0.5,2.1,1.6,1.1,0.5,1.6,0.4,0,1.2,1,1,0,1,1,0
25,13,1,6,0,0,1,6.6,6,-0.6,,0.6,1.2,0,1.2,0,1,0,1,0,1,1
25,14,1,8,0,0,0,0.4,3.8,3.4,1.1,0.6,5.1,1.7,0,3.4,1,1,0,4,1,0
25,15,1,4,0,0,0,1.3,2.8,1.5,0.4,0.7,2.8,0.4,0,2.4,1,1,0,3,1,0
25,16,1,5,0,0,0,0.8,3.4,2.6,,0.4,1,1,0,0,1,1,0,0,1,0
25,17,1,2,0,0,1,2,5,3,0.8,0.8,4,0.9,1,2.1,1,2,1,3,1,0
25,18,1,7,1,0,0,0,3.2,3.2,,0.4,0.6,0.6,0,0,1,1,0,0,1,0
25,19,1,0,0,0,0,1.3,2.6,1.3,0.5,0.4,5.2,0.4,0,4.8,1,1,0,8,1,0
25,20,1,10,1,0,0,8,5.3,-2.7,2.3,0.4,0.5,0,0,0.5,1,0,0,1,1,0
25,21,1,3,1,0,0,,5,,,0.6,,,,,1,,,,1,0
25,22,1,5,0,0,1,3.1,2.9,-0.2,5.8,0.7,3,1.7,0,1.3,1,1,0,2,1,1
25,23,1,8,1,1,1,0.4,4.8,4.4,4,0.9,2.1,1.7,0,0.4,1,3,0,1,1,1
25,24,1,9,1,1,1,1.2,4.2,3,1.7,0.7,4.3,3,0,1.3,1,3,0,2,1,1
25,25,2,10,0,0,0,4.7,,,,,,,,,1,,,,0,0
25,26,2,11,0,0,0,0.7,3.8,3.1,1.7,0.6,3.2,0.4,0,2.8,1,1,0,4,1,0
25,27,2,6,0,0,0,0.7,,,,,,,,,1,,,,0,0
25,28,2,3,1,0,0,,1.8,,,1,,,,,1,,,,1,0
25,29,2,11,0,1,0,0.2,4.5,4.3,1.1,1.1,1.1,0.4,0,0.7,1,1,0,1,1,0
25,30,2,4,0,0,1,0.2,4.8,4.6,1,1.1,4.7,1,0.4,3.3,1,2,1,5,1,1
25,31,2,1,0,1,1,2.5,1.6,-0.9,2.3,1.2,7.4,0,1.6,5.8,1,0,1,5,1,1
25,32,2,9,0,0,1,2.6,6.2,3.6,2,1.2,2.6,0.5,1.2,0.9,1,1,1,2,1,1
25,33,2,3,0,0,1,4.2,3.4,-0.8,0.9,1.2,3,0,0.7,2.3,1,0,1,5,1,1
25,34,2,11,0,0,1,2.6,2,-0.6,1.4,1.8,4.6,0,0.9,3.7,1,0,2,5,1,1
25,35,2,10,0,0,1,1.3,3.1,1.8,2.8,1.9,3.1,0.5,0.6,2,1,1,1,3,1,1
25,36,2,0,0,0,1,3,2.3,-0.7,2,0.4,1.1,0,0.7,0.4,1,0,1,1,1,1
25,37,2,10,0,0,0,10.8,3.3,-7.5,6.1,1.4,2.8,0,0,2.8,1,0,0,2,1,0
25,38,2,2,0,0,0,5.9,2.9,-3,1.6,1.4,3.8,0,0,3.8,1,0,0,4,1,0
25,39,2,3,0,0,0,0.6,3.1,2.5,1.5,1.6,2.8,0.8,0,2,1,1,0,3,1,0
25,40,2,8,0,0,0,13.2,1.8,-11.4,10,1.4,0.8,0,0,0.8,1,0,0,2,1,0
25,41,2,0,0,0,0,11.7,2.8,-8.9,7.6,1.3,1.7,0,0,1.7,1,0,0,2,1,0
25,42,2,3,1,0,0,11,1.6,-9.4,8.3,1.1,1,0,0,1,1,0,0,2,1,0
25,43,2,8,1,0,1,6.9,1.2,-5.7,4.6,1.1,0.4,0,0,0.4,1,0,0,1,1,1
25,44,2,6,1,0,0,5.2,6.9,1.7,0.7,1,1.2,0.4,0,0.8,1,1,0,2,1,0
25,45,2,7,1,1,1,0.3,2,1.7,10.1,1.6,1.4,0.8,0,0.6,1,2,0,1,1,1
25,46,2,0,1,1,1,0.8,5.6,4.8,,1.1,2.9,2.9,0,0,1,4,0,0,1,1
25,47,2,9,1,1,1,0.3,2.2,1.9,,1.7,1.6,1.6,0,0,1,3,0,0,1,1
25,48,2,3,1,1,1,0.6,2.1,1.5,2.6,1.5,2.5,2,0,0.5,1,1,0,1,1,1
25,49,3,0,0,1,1,0.5,2.1,1.6,2.8,1.7,4.2,0.8,1.4,2,1,1,2,3,1,1
25,50,3,9,0,0,0,2.3,1.1,-1.2,0.4,0.8,4,0,0,4,1,0,0,5,1,0
25,51,3,11,1,0,0,0.3,1.1,0.8,0.3,0.5,3.2,0.4,0,2.8,1,1,0,2,1,0
25,52,3,0,1,1,1,10.1,1.3,-8.8,7.8,1,2,0,0,2,1,0,0,2,1,1
25,53,3,3,1,0,0,6.6,1.1,-5.5,4.8,0.7,1.3,0,0,1.3,1,0,0,2,1,0
25,54,3,1,0,1,1,0.7,3.6,2.9,1,1.2,9,3.3,1,4.7,1,3,1,6,1,1
25,55,3,0,1,1,1,0,2.9,2.9,2.1,1.4,6.8,3,0,3.8,1,2,0,2,1,1
25,56,3,3,0,0,1,2.6,1.4,-1.2,1.7,1.6,3.2,0,1.3,1.9,1,0,1,3,1,1
25,57,3,11,0,1,1,2.7,7.4,4.7,1.6,1.9,7.2,3.6,1.8,1.8,1,5,2,4,1,1
25,58,3,1,0,1,1,1.4,1.2,-0.2,1.7,1.4,8.8,1,1.4,6.4,1,1,1,5,1,1
25,59,3,7,0,1,1,1.6,5.4,3.8,2.3,2.1,6.8,4.2,0.4,2.2,1,3,1,4,1,1
25,60,3,10,0,0,1,3.7,2.5,-1.2,1,1.3,4,0,0.9,3.1,1,0,1,4,1,0
25,61,3,0,0,1,1,0.1,1.5,1.4,0.8,1.4,8.2,0.5,1,6.7,1,1,2,6,1,1
25,62,3,10,0,0,0,3.3,1.8,-1.5,0.4,1.1,2.5,0,0,2.5,1,0,0,4,1,0
25,63,3,6,1,0,0,0.1,1,0.9,2.5,1,3.5,0.4,0.5,2.6,1,1,1,3,1,0
25,64,3,7,1,1,1,1.3,4.8,3.5,7.4,1.4,4.3,2.9,0,1.4,1,2,0,1,1,1
25,65,3,0,1,1,1,0.6,1.4,0.8,0.7,1.6,5.6,1.9,0.5,3.2,1,1,1,4,1,1
25,66,3,2,0,0,1,1.2,3,1.8,0.8,2,6.8,2.1,1.2,3.5,1,2,2,3,1,1
25,67,3,3,1,0,0,0.5,2.2,1.7,,0.8,0.7,0.7,0,0,1,1,0,0,1,0
25,68,3,4,1,1,1,1.1,2.8,1.7,4.8,1.1,3.1,1.6,0,1.5,1,2,0,3,1,1
25,69,3,3,0,1,1,2.3,2,-0.3,0.3,1.1,4.3,0,0.9,3.4,1,0,2,4,1,1
25,70,3,8,0,1,1,0.4,2.8,2.4,0.8,1.1,5.1,1.5,0,3.6,1,2,0,5,1,1
25,71,3,6,1,1,1,1.4,6.7,5.3,6.7,1.1,3,2.4,0,0.6,1,2,0,1,1,1
25,72,3,4,1,1,0,2.6,0.4,-2.2,1.5,0.7,1.7,0,0,1.7,1,0,0,3,1,0
25,73,4,9,0,1,1,1.6,1.2,-0.4,0.6,0.7,7,0,0.4,6.6,1,0,1,9,1,1
25,74,4,2,0,1,1,0.4,1.9,1.5,1.6,0.9,5.8,1.8,0,4,1,2,0,5,1,1
25,75,4,6,1,1,1,0,2.5,2.5,,0.8,2.2,2.2,0,0,1,3,0,0,1,1
25,76,4,4,1,1,1,0.1,2.3,2.2,1.5,1.2,5.8,2.8,0,3,1,2,0,5,1,1
25,77,4,9,1,1,1,0,1.3,1.3,2.5,1.6,4.6,2.1,0.7,1.8,1,1,1,3,1,1
25,78,4,10,0,1,0,6.6,2.9,-3.7,2.8,0.9,2.1,0,0,2.1,1,0,0,3,1,1
25,79,4,8,1,1,1,0,1.5,1.5,1,0.8,4.2,1.6,0,2.6,1,1,0,3,1,1
25,80,4,1,1,0,0,1.4,,,,,,,,,1,,,,0,0
25,81,4,5,1,0,1,0.2,1,0.8,8.7,0.5,1.6,0.8,0,0.8,1,1,0,1,1,1
25,82,4,11,0,0,1,2.2,1.4,-0.8,0.7,1.1,5,0,0.8,4.2,1,0,1,4,1,1
25,83,4,5,0,0,1,1.7,1,-0.7,1.1,0.7,4.8,0,0.7,4.1,1,0,1,5,1,1
25,84,4,10,0,1,1,1.3,0.7,-0.6,1.4,1.1,2.7,0,0.6,2.1,1,0,1,4,1,1
25,85,4,6,0,1,1,,,,,0.9,9.1,0,0,9.1,1,0,0,11,1,1
25,86,4,4,0,0,0,0.5,,,,,,,,,1,,,,0,0
25,87,4,8,0,1,1,1.7,1.1,-0.6,1.5,0.6,3.5,0,0.6,2.9,1,0,1,3,1,1
