participant,trigger,x,y,z,gx,gy,target,difference,side,angle_p,angle_g,l_g,l_p,cond,sgb,sgm,sgc,f_b,f_m,f_c,h_B_w,distance,dense_column,VS left,VS right,Height,DomHand,regularity,Geschlecht,r_l,regularity_updated
31,19.0,-0.3760880033333333,-0.09352363,-0.2801879933333333,291.67,457.2033333333334,14.960047621817267,3.731833941718127,0.5,25.0,21.268166058281874,1.0,0.6999999999999998,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.986480188651394,near,dense,0.0,0.0,125,2,2,2,0.5,2
31,23.0,-0.4183100566666666,-0.2999257433333333,-0.2608500633333333,-305.38666666666666,52.836666666666666,-12.388251432863685,8.60169942738428,-0.5,-13.666666666666666,-22.268366094050947,2.4,0.5,1.0,0.9,0.0,1.5,1.0,0.0,3.0,1.826440430660493,near,dense,0.0,0.0,125,2,2,2,0.5,2
31,24.0,-0.42120398,-0.1643017966666666,-0.2519791733333333,32.21333333333333,106.5,4.221867271284743,6.651049053299552,0.5,9.0,2.348950946700449,5.8,0.6999999999999998,1.0,1.8,0.0,4.0,2.0,0.0,5.0,1.2158917112403038,near,dense,0.0,0.0,125,2,2,2,0.5,2
31,25.0,-0.3700416566666666,-0.0783963133333333,-0.27870958,493.5533333333333,109.81666666666668,19.5224408610789,-26.32254803471461,0.5,9.666666666666666,35.989214701381286,1.3,0.6999999999999998,2.0,1.3,0.0,0.0,2.0,0.0,0.0,3.2861834426219207,far,dense,0.0,0.0,125,2,2,2,0.5,2
31,33.0,-0.4030484166666666,-0.1133080266666666,-0.27072337,392.7766666666666,-150.6966666666667,12.278539786835436,15.025944718968605,0.5,43.66666666666666,28.64072194769805,5.8,0.6999999999999998,2.0,0.5,0.0,5.3,1.0,0.0,6.0,2.1143677671779337,far,dense,0.0,0.0,125,2,2,2,0.5,2
31,35.0,-0.36465918,-0.0846694566666666,-0.2528788166666667,94.80666666666669,-23.840000000000003,19.49950019613628,16.753497913970662,0.5,23.666666666666668,6.913168752696006,2.7000000000000006,0.4000000000000001,2.0,1.5,0.0,1.2,3.0,0.0,2.0,3.3706048357258034,far,dense,0.0,0.0,125,2,2,2,0.5,2
31,48.0,-0.4595973299999999,-0.2359620333333333,-0.2401190033333333,-321.57666666666665,-120.56000000000002,-4.758209410177165,17.88987556949725,-0.5,-5.0,-22.88987556949725,5.8,0.5,2.0,2.2,0.0,3.6,2.0,0.0,4.0,1.2384033304401296,far,dense,0.0,0.0,125,2,2,2,0.5,2
31,51.0,-0.40727179,-0.2933556966666666,-0.25026955,-136.49666666666664,-35.75666666666666,-15.475615726025255,-2.7135217663731344,-0.5,-12.666666666666666,-9.953144900293532,2.4,0.4000000000000001,3.0,1.3999999999999997,0.0,1.0,1.0,0.0,1.0,4.575851005182098,near,non_dense,0.0,0.0,125,2,2,2,0.5,2
31,52.0,-0.4058405949999999,-0.3300767866666667,-0.3358328683333333,-330.18333333333334,31.866666666666674,-28.19555167045272,7.409837475035837,-0.5,-16.666666666666668,-24.076504141702504,8.2,0.4000000000000001,3.0,4.9,0.0,3.2999999999999994,1.0,0.0,3.0,9.574532184984529,near,non_dense,0.0,0.0,125,2,2,2,0.5,2
31,53.0,-0.38010927,-0.37960663,-0.4268861033333333,-226.1,-45.80333333333334,-41.53067978590264,-4.513106093264542,-0.5,-21.0,-16.486893906735457,2.1,0.6999999999999998,3.0,1.2,0.0,0.9,2.0,0.0,1.0,9.77879802371527,near,non_dense,0.0,0.0,125,2,2,2,0.5,2
