participant,trigger,x,y,z,gx,gy,target,difference,side,angle_p,angle_g,l_g,l_p,cond,sgb,sgm,sgc,f_b,f_m,f_c,h_B_w,distance,dense_column,VS left,VS right,Height,DomHand,regularity,Geschlecht,regularity_updated,mrde,predict
23,44.0,-0.37225926,-0.3369087333333333,-0.2798352466666666,-506.9866666666667,-221.7833333333333,-19.1849891528376,16.19749831414279,-0.5,-24.0,-40.19749831414279,0.5,2.6,2.0,0.5,0.0,0.0,1.0,0.0,0.0,2.5096057834302865,far,dense,99.0,99.0,112,2,4,1,6,1.809987722021355,-14.642633497714996
71,47.0,-0.4308223,-0.292541845,-0.20487054,-156.16500000000002,-29.10499999999999,-21.270186557924823,1.254984196158495,-0.5,-10.0,-11.254984196158496,3.1,1.3,2.0,3.1,0.0,0.0,3.0,0.0,0.0,2.762822177754221,far,dense,0.0,0.0,116,2,2,2,2,5.018082199593012,-7.406117767095566
28,79.0,-0.487461,-0.32823811,-0.229758,-79.09333333333335,-3.276666666666681,-8.691637649907515,-5.721295793695055,-0.5,-12.0,-6.278704206304945,3.2000000000000006,1.2,4.0,1.2,1.2,0.8000000000000002,1.0,1.0,2.0,2.8788462548602314,far,non_dense,0.0,0.0,115,2,1,1,1,0.2581807839382724,-9.434900432825089
62,5.0,-0.3784374866666666,-0.1219953266666666,-0.2981366,507.1266666666667,-87.89333333333333,15.382442685929048,-26.942291939172105,0.5,12.666666666666666,39.60895860583877,2.7000000000000006,0.4000000000000001,1.0,0.0,0.9,1.8,0.0,1.0,2.0,2.4200187080341564,near,dense,-3.0,-3.0,118,2,3,1,3,1.5382568633931655,11.659832298755646
42,54.0,-0.4078704833333333,-0.1297245833333333,-0.21627176,114.56333333333336,-239.11666666666665,8.224771180627654,-1.9660387871940943,0.5,6.666666666666667,8.63270545386076,10.4,1.0,3.0,6.8,0.0,3.6,3.0,0.0,4.0,4.146311273433693,near,non_dense,0.0,0.0,118,2,3,2,3,0.5663749309254191,5.876404419541359
62,86.0,-0.3681809,-0.1498775233333333,-0.2448745066666666,62.78333333333334,-64.99000000000001,7.968059416975372,10.09632875848918,0.5,15.0,4.903671241510821,9.3,0.6999999999999998,4.0,0.6,0.5,8.2,1.0,1.0,8.0,2.870253008528296,far,non_dense,-3.0,-3.0,118,2,3,1,3,0.2581415962801816,8.70899111032486
38,34.0,-0.42615502,-0.0498843533333333,-0.1924050533333333,421.9766666666667,-1.5600000000000047,16.328458574843978,-12.935073260085597,0.5,22.0,34.935073260085595,3.2000000000000006,2.1,2.0,0.4000000000000001,0.0,2.7999999999999994,1.0,0.0,3.0,2.7486864293901974,far,dense,2.0,2.0,115,2,1,2,1,0.9805128803424644,13.633336126804352
46,54.0,-0.3385422033333333,-0.1092823366666666,-0.2702055166666666,10.446666666666678,-115.33333333333331,16.17665191264492,24.19169447310703,0.5,25.0,0.8083055268929691,7.099999999999999,0.5,3.0,7.099999999999999,0.0,0.0,3.0,0.0,0.0,8.519712952659573,near,non_dense,-1.0,-1.0,115,2,4,2,6,0.46564896267100114,12.209456413984299
30,27.0,-0.36938567,-0.1339946566666666,-0.2273022233333333,362.45,-185.14666666666668,12.83038706324985,2.9392868660236218,0.5,32.0,29.06071313397638,0.4000000000000001,1.3,2.0,0.0,0.0,0.4000000000000001,0.0,0.0,1.0,2.2228040969655614,far,dense,0.0,0.0,120,1,4,1,6,0.8997561668742333,14.830368757247925
29,75.0,-0.3008321633333333,-0.31514503,-0.2465251666666666,-165.04999999999998,8.76000000000001,-8.427615633385438,-2.1768412731951403,-0.5,-15.0,-12.82315872680486,6.5,1.3999999999999997,4.0,2.7000000000000006,1.1,2.7000000000000006,1.0,1.0,2.0,2.9246708340068905,far,non_dense,2.0,0.75,122,2,1,2,1,0.6618212340057024,-10.363224893808365
37,94.0,-0.4487592366666666,-0.2800925266666667,-0.20744272,-166.76,85.42,-7.290676817904468,1.674858484173647,-0.5,-10.666666666666666,-12.341525150840312,6.900000000000001,0.8000000000000002,4.0,2.3,0.0,4.6,1.0,0.0,5.0,2.669560203902149,far,non_dense,0.0,0.0,120,3,3,2,3,0.17869609256397478,-7.76771679520607
72,87.0,-0.3528612033333333,-0.12996908,-0.2255273599999999,308.6566666666667,-101.42,10.518851780970286,-3.593874586614478,0.5,20.0,23.59387458661448,6.900000000000001,2.5,4.0,0.8000000000000002,1.9,4.2,1.0,1.0,4.0,4.000861974947916,far,non_dense,0.0,0.0,116,1,4,1,6,0.25312663611370345,11.53157651424408
30,13.0,-0.3331484666666667,-0.1561683466666666,-0.22961565,343.34,-172.33666666666667,11.061007385418682,-8.861834498789117,0.5,18.666666666666668,27.528501165455783,4.6,0.9,1.0,0.0,0.0,4.6,0.0,0.0,5.0,1.6646325289599664,near,dense,0.0,0.0,120,1,4,1,6,0.5169038909553091,11.921462416648865
28,29.0,-0.4741770633333333,-0.0721,-0.21784357,262.6433333333334,-125.86,12.69853961059795,-4.84954233510559,0.5,16.0,20.849542335105596,2.6,2.0,2.0,0.0,0.4000000000000001,2.2,0.0,1.0,4.0,2.2089481580672303,far,dense,0.0,0.0,115,2,1,1,1,1.098817229175453,10.271309316158295
39,89.0,-0.26506128,-0.1890408466666666,-0.3252539966666666,164.53333333333333,-102.06,7.792643811984941,9.037383739069805,0.5,22.33333333333333,13.295949594263528,7.3,3.1,4.0,0.0,2.3,5.0,0.0,1.0,4.0,3.3774899884841028,far,non_dense,0.0,0.0,114,2,5,1,6,1.2003507757543561,11.846816539764404
62,61.0,-0.35744802,-0.12964622,-0.22253862,347.50333333333333,-54.94666666666668,10.16558068611927,-11.80829823548772,0.5,15.333333333333334,27.14163156882105,9.9,0.8000000000000002,3.0,0.6999999999999998,1.8,7.400000000000001,1.0,1.0,6.0,4.458469198574069,near,non_dense,-3.0,-3.0,118,2,3,1,3,0.15413351003769465,10.852780193090439
72,71.0,-0.3510983599999999,-0.3201021133333333,-0.2305317333333333,-260.6,-136.5666666666667,-12.751113708604237,4.920398233004526,-0.5,-15.0,-19.920398233004526,3.6,2.1,3.0,3.6,0.0,0.0,1.0,0.0,0.0,4.237589845405,near,non_dense,0.0,0.0,116,1,4,1,6,0.6324446392726121,-10.071072727441788
57,33.0,-0.36457505,-0.0892400366666666,-0.2249427533333333,324.72333333333336,-223.4033333333333,13.100902445617455,-7.013525662506705,0.5,19.33333333333333,26.34685899584004,5.400000000000001,0.9,2.0,0.0,1.0,4.4,0.0,1.0,5.0,2.221747248044104,far,dense,0.0,0.0,115,2,3,2,3,0.595788502103015,11.777210980653763
63,82.0,-0.2562214533333333,-0.14105114,-0.24723093,184.35666666666663,-149.50666666666666,9.043501224282217,18.19053623324898,0.5,32.0,13.809463766751016,10.9,2.6,4.0,3.6,0.0,7.3,2.0,0.0,3.0,3.123273856718311,far,non_dense,99.0,99.0,119,2,1,1,1,1.7893556802248833,14.632149040699005
28,72.0,-0.4893084166666666,-0.3918505,-0.2372840699999999,-379.39333333333326,-173.51666666666665,-14.377772881587823,10.96981101898046,-0.5,-18.0,-28.96981101898046,3.6,1.9,3.0,1.6000000000000003,1.0,1.0,1.0,1.0,1.0,4.471171123185823,near,non_dense,0.0,0.0,115,2,1,1,1,0.6339966630584888,-11.543065309524536
30,39.0,-0.3882755733333333,-0.11117969,-0.23416208,424.25,-174.1966666666667,14.940370291234636,-12.349080462839405,0.5,21.666666666666668,34.015747129506074,2.4,0.8000000000000002,2.0,0.0,0.4000000000000001,2.0,0.0,1.0,2.0,2.470021646099625,far,dense,0.0,0.0,120,1,4,1,6,0.6361369294125819,13.36909830570221
28,32.0,-0.4642762333333333,-0.0584868866666666,-0.21795275,217.5433333333333,-173.26999999999998,12.898025730852694,5.063986038319865,0.5,22.33333333333333,17.269347295013468,3.4,3.2000000000000006,2.0,1.2,1.0,1.2,1.0,2.0,2.0,2.210117015602464,far,dense,0.0,0.0,115,2,1,1,1,0.6041140487767591,11.562862992286682
30,29.0,-0.3633615366666666,-0.1493811266666666,-0.22028298,323.30333333333334,-238.39,11.508303395560526,3.744676253483211,0.5,29.666666666666668,25.92199041318345,3.5,1.3999999999999997,2.0,0.0,0.0,3.5,0.0,0.0,5.0,2.078857098886672,far,dense,0.0,0.0,120,1,4,1,6,0.9976065773469317,13.582184910774231
42,90.0,-0.4243383233333333,-0.1461852966666666,-0.2293640133333333,16.850000000000023,-265.0366666666667,6.531093067505659,4.730299803041514,0.5,6.0,1.2697001969584858,7.7,0.8000000000000002,4.0,5.7,0.0,2.0,5.0,0.0,3.0,2.640739495839842,far,non_dense,0.0,0.0,118,2,3,2,3,0.6988352815520239,4.685651138424873
11,34.0,-0.34880037,-0.0269323366666666,-0.3157688366666666,308.42999999999995,-210.81000000000003,20.245312518898164,-23.022131113962896,0.5,0.0,23.022131113962896,5.0,13.1,2.0,0.0,5.0,0.0,0.0,6.0,0.0,3.5516046412966804,far,dense,-1.0,-1.25,113,2,4,1,6,3.9046134059607884,6.377669423818588
23,74.0,-0.4492611466666666,-0.10067611,-0.2246904033333333,226.52,-166.56,10.598342328912535,-10.293445337829752,0.5,7.666666666666667,17.96011200449642,8.7,2.3,4.0,5.3,2.7999999999999994,0.6,3.0,1.0,1.0,3.4656487514000207,far,non_dense,99.0,99.0,112,2,4,1,6,0.7615104473313863,7.959214597940445
25,19.0,-0.26695617,-0.10291053,-0.2434471033333333,169.63333333333335,-168.6233333333333,15.583461055718136,-0.009869313482928,0.5,13.666666666666666,13.676535980149596,5.2,0.4000000000000001,1.0,0.4000000000000001,0.0,4.8,1.0,0.0,8.0,3.157225013228727,near,dense,0.0,0.0,117,2,5,1,6,1.66654125751671,10.321815311908722
53,71.0,-0.3405729883333333,-0.4102311033333333,-0.2682688849999999,-108.56000000000002,-96.80666666666669,-27.062196392873243,-16.723745436655122,-0.5,-25.0,-8.276254563344876,7.7,4.8,3.0,6.5,1.2,0.0,5.0,1.0,0.0,7.279638951346616,near,non_dense,0.0,0.0,118,2,2,2,2,2.037674289385488,-12.228663265705109
45,94.0,-0.3148408133333333,-0.28305463,-0.2801844466666666,-115.22666666666667,-21.583333333333314,-20.897214449350383,-9.22514574960296,-0.5,-18.0,-8.774854250397043,6.0,1.2,4.0,6.0,0.0,0.0,3.0,0.0,0.0,6.670853246005843,far,non_dense,0.0,0.0,116,2,2,2,2,1.4640149425503033,-11.130985617637634
10,21.0,-0.1958625366666666,-0.3056747233333333,-0.3119802566666667,-374.90333333333336,-139.14666666666668,-16.535562477956322,-11.070999452454116,-0.5,-38.333333333333336,-27.26233388087921,1.5,1.3,1.0,0.4000000000000001,0.0,1.1,1.0,0.0,2.0,2.5237214532477488,near,dense,0.0,0.0,118,1,2,1,2,0.10526427165958901,-16.801220178604126
33,19.0,-0.2565479016666667,-0.1499409149999999,-0.229166275,444.7216666666668,-248.96666666666667,14.586775336442656,-11.978932683256,0.5,23.0,34.978932683256,3.5,0.6,1.0,0.0,0.0,3.5,0.0,0.0,5.0,2.960975442410492,near,dense,0.0,0.0,114,2,2,1,2,0.23730546255596913,13.884119689464569
14,84.0,-0.3249747766666667,-0.1414949133333333,-0.1783818533333333,189.23,172.57666666666668,12.150360318340214,10.79143455674214,0.5,25.0,14.20856544325786,3.7000000000000006,1.0,4.0,0.0,0.0,3.7000000000000006,0.0,0.0,4.0,4.071404820789666,far,non_dense,0.0,0.0,118,2,4,1,6,0.10040108211645923,12.559133768081665
50,39.0,-0.3730710233333333,0.0117756966666666,-0.3003743466666667,240.45000000000005,-31.42666666666668,24.924408769078227,20.697920844385955,0.5,40.333333333333336,19.635412488947377,4.8,1.0,2.0,4.8,0.0,0.0,6.0,0.0,0.0,4.587935959489444,far,dense,0.0,0.0,117,1,1,1,1,2.0260414017826243,15.629060566425323
53,66.0,-0.33156811,-0.4385340133333333,-0.27369055,-142.27999999999997,-40.71,37.912882257463146,-18.153044406109903,0.5,-29.0,-10.846955593890094,9.2,3.6,3.0,9.2,0.0,0.0,2.0,0.0,0.0,13.22420308787422,near,non_dense,0.0,0.0,118,2,2,2,2,3.884441571655425,-13.455761969089508
72,78.0,-0.3482432,-0.1380763766666666,-0.2235260666666666,250.7433333333333,-111.80333333333331,8.851864353116706,21.833050444086734,0.5,41.0,19.166949555913263,9.2,4.2,4.0,2.6,4.8,1.8,1.0,3.0,2.0,3.045197459362761,far,non_dense,0.0,0.0,116,1,4,1,6,2.3182454332142552,15.91137945652008
23,84.0,-0.4041714066666667,-0.0728011866666666,-0.2079810566666666,438.42,-240.82333333333332,14.316767071594644,-15.42771339548232,0.5,19.33333333333333,34.76104672881565,3.2000000000000006,1.2,4.0,0.5,0.9,1.8,1.0,1.0,3.0,4.604551528598123,far,non_dense,99.0,99.0,112,2,4,1,6,0.3070160646506895,12.903095781803131
40,45.0,-0.2165985,-0.2966320333333334,-0.4060101733333334,-480.0966666666666,-237.14333333333332,-16.594005276467385,12.160041453274449,-0.5,-24.0,-36.16004145327445,1.6000000000000003,1.6000000000000003,2.0,0.6,0.0,1.0,1.0,0.0,1.0,2.173738171613973,far,dense,1.5,0.5,120,2,2,2,2,1.1304991946690537,-14.136596024036407
53,85.0,-0.3639343016666667,-0.1620260316666666,-0.2320301183333333,167.77166666666665,-97.41833333333334,9.98507091035913,4.042977568318826,0.5,16.833333333333332,12.790355765014509,21.0,4.8,4.0,0.0,5.2,15.800000000000002,0.0,1.0,3.0,3.641625434063343,far,non_dense,0.0,0.0,118,2,2,2,2,0.1671689195613221,10.59383749961853
40,73.0,-0.28558279,-0.1076870933333333,-0.4167451666666666,178.80000000000004,-2.52333333333335,7.349458149238605,-9.466903356640966,0.5,4.0,13.466903356640964,10.0,2.0,4.0,3.2000000000000006,2.4,4.4,3.0,2.0,3.0,2.5050233962320667,far,non_dense,1.5,0.5,120,2,2,2,2,0.2366935884383304,6.756535172462463
42,73.0,-0.4131619933333333,-0.1367497466666666,-0.2233981166666666,69.25,-218.99,6.3015388630115785,3.1151292597799185,0.5,8.333333333333334,5.218204073553415,6.7,1.0,4.0,3.5,0.0,3.2000000000000006,2.0,0.0,5.0,2.1885522927233363,far,non_dense,0.0,0.0,118,2,3,2,3,0.12763943594024765,6.022193282842636
42,16.0,-0.3052249566666666,-0.0142775866666666,-0.2386381966666666,454.31,-80.38666666666667,19.151854329854174,10.766320683667118,0.5,45.0,34.23367931633288,2.6,1.9,1.0,1.6000000000000003,1.0,0.0,2.0,1.0,0.0,3.0774780890446567,near,dense,0.0,0.0,118,2,3,2,3,1.273812076930617,15.231725573539734
30,88.0,-0.3798964733333334,-0.1254673066666666,-0.21606704,329.58666666666664,-170.6833333333333,12.557341120567358,15.907554404423156,0.5,42.333333333333336,26.425778928910177,2.6,1.1,4.0,0.5,0.0,2.1,1.0,0.0,3.0,4.629030377917458,far,non_dense,0.0,0.0,120,1,4,1,6,0.4757247464831435,14.759485423564911
63,16.0,-0.26031987,-0.0928233633333333,-0.2166852966666666,440.07,-96.52333333333335,16.392729432937326,7.036013236114115,0.5,40.0,32.963986763885885,0.8000000000000002,1.2,1.0,0.0,0.0,0.8000000000000002,0.0,0.0,1.0,2.748543448904929,near,dense,99.0,99.0,119,2,1,1,1,0.420050236093816,15.2382031083107
71,63.0,-0.3700692933333333,-0.4563779233333333,-0.2650200133333333,-409.1433333333334,381.73,-15.25546151356302,-4.113304778519352,-0.5,-33.333333333333336,-29.22002855481398,3.0,0.9,3.0,0.0,0.9,2.1,0.0,1.0,3.0,4.253699315528596,near,non_dense,0.0,0.0,116,2,2,2,2,0.2222917450800611,-16.201023757457733
14,6.0,-0.3098955166666666,-0.1732865,-0.1919866866666666,190.33666666666667,80.95333333333333,10.306635204897038,-1.291660860248852,0.5,13.0,14.291660860248852,3.9,1.5,1.0,2.5,0.0,1.3999999999999997,1.0,0.0,2.0,1.5955959391872827,near,dense,0.0,0.0,118,2,4,1,6,0.08458672088401605,10.171668976545334
42,5.0,-0.3032909533333333,-0.0182239566666666,-0.2251411433333333,336.9433333333333,85.62666666666667,16.50489584987008,11.610266071383885,0.5,37.0,25.389733928616117,3.1,1.2,1.0,1.1,1.2,0.8000000000000002,2.0,1.0,1.0,2.549109374050611,near,dense,0.0,0.0,118,2,3,2,3,1.0080539782619649,13.935256004333496
46,7.0,-0.3615423966666666,-0.0328650333333333,-0.2457713,228.04,-115.46666666666664,24.03185080519063,12.68885416747446,0.5,30.33333333333333,17.644479165858872,6.400000000000001,0.9,1.0,6.400000000000001,0.0,0.0,3.0,0.0,0.0,3.403667453910288,near,dense,-1.0,-1.0,115,2,4,2,6,3.0440697116804336,13.670849800109863
56,88.0,-0.2777664966666666,-0.1214054633333333,-0.2748050766666667,474.9866666666667,-271.61,13.37722093734736,-13.252871585816385,0.5,24.33333333333333,37.58620491914972,5.3,1.7,4.0,0.0,3.0,2.3,0.0,2.0,2.0,5.028865401561983,far,non_dense,0.0,0.0,122,2,3,2,3,0.28207121020497394,14.79571908712387
29,53.0,-0.1551652466666666,-0.2827991733333333,-0.3324886833333333,-395.4933333333333,-43.886666666666656,-16.651900795452605,-11.27310639971841,-0.5,-42.0,-30.72689360028159,4.0,1.3,3.0,0.4000000000000001,0.0,3.6,1.0,0.0,2.0,4.708072047664528,near,non_dense,2.0,0.75,122,2,1,2,1,0.29156693319772686,-18.024618923664093
42,10.0,-0.28369686,-0.02641243,-0.2400821666666666,480.82666666666665,-138.38,19.599631318194856,0.1015402550212769,0.5,36.333333333333336,36.23179307831206,0.4000000000000001,1.0,1.0,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,3.102792026881294,near,dense,0.0,0.0,118,2,3,2,3,0.876879941097926,16.878855228424072
57,32.0,-0.3605151,-0.1094750466666666,-0.21682133,203.82333333333332,-100.25333333333332,11.57635002855458,1.462523101526111,0.5,18.0,16.537476898473887,6.2,1.2,2.0,0.0,1.1,5.1,0.0,2.0,4.0,1.992175281263006,far,dense,0.0,0.0,115,2,3,2,3,0.3087040232901975,10.96135750412941
28,34.0,-0.4557579866666666,-0.04030001,-0.21903134,416.8066666666667,-119.98,15.492274142287249,-11.08756453830002,0.5,22.0,33.08756453830002,2.7999999999999994,2.6,2.0,0.0,1.5,1.3,0.0,2.0,2.0,2.732316590353969,far,dense,0.0,0.0,115,2,1,1,1,0.7906583407707491,13.331945240497589
23,4.0,-0.4457702733333333,-0.04261376,-0.2211207966666666,343.8733333333334,-198.23333333333332,14.243027337494338,-5.264716501969802,0.5,22.0,27.2647165019698,2.1,3.0,1.0,0.0,0.0,2.1,0.0,0.0,3.0,2.223953562918096,near,dense,99.0,99.0,112,2,4,1,6,0.8486313756363223,12.355710566043854
46,30.0,-0.3874401166666666,-0.0913416899999999,-0.24196218,175.84333333333333,-154.52666666666667,27.47673655833083,5.727544737230997,0.5,19.33333333333333,13.605788596102336,3.8,0.6999999999999998,2.0,3.8,0.0,0.0,5.0,0.0,0.0,4.797691299570096,far,dense,-1.0,-1.0,115,2,4,2,6,3.4734155918851926,10.812360793352127
10,40.0,-0.2210871077777777,-0.2431333288888889,-0.3125568833333333,-299.6066666666667,-148.70222222222225,20.2388811584291,-16.763846241579525,0.5,-38.44444444444444,-21.68059820286492,1.1,2.6,2.0,0.0,0.0,1.1,0.0,0.0,2.0,3.719850186267253,far,dense,0.0,0.0,118,1,2,1,2,10.005232523823318,-16.97908490896225
15,88.0,-0.1843742166666666,-0.19110912,-0.2284490466666666,114.21999999999996,-53.446666666666665,12.911822282477672,5.198406352567445,0.5,14.0,8.801593647432556,3.6,0.6,4.0,1.9,0.0,1.7,1.0,0.0,2.0,4.99589639678317,far,non_dense,0.0,0.0,123,1,1,2,1,0.7356468259261468,9.23660695552826
23,9.0,-0.4474542833333333,-0.0128971266666666,-0.2161823433333333,269.81333333333333,-191.93666666666664,16.50406302748001,1.6072855069168537,0.5,23.0,21.392714493083144,2.2,0.9,1.0,0.0,0.5,1.7,0.0,1.0,3.0,2.6249992626865595,near,dense,99.0,99.0,112,2,4,1,6,1.688809081039595,12.070940434932709
38,14.0,-0.4441892933333333,-0.07874654,-0.1985261266666666,241.66,11.350000000000003,12.485468031314136,-7.006816658185568,0.5,13.0,20.006816658185567,4.4,2.5,1.0,1.3999999999999997,0.5,2.5,2.0,1.0,3.0,2.0423565223721245,near,dense,2.0,2.0,115,2,1,2,1,1.4811082096319457,9.460517019033432
28,74.0,-0.4821852466666667,-0.1337371166666666,-0.2204552533333333,219.37,59.95666666666667,7.301707358196815,-10.414354455543434,0.5,7.0,17.41435445554343,6.8,1.7,4.0,0.0,2.0,4.8,0.0,2.0,6.0,2.5087895536140867,far,non_dense,0.0,0.0,115,2,1,1,1,0.19478243681964447,7.790375500917435
14,13.0,-0.2853356766666666,-0.1769039666666666,-0.2039101333333333,135.07333333333335,135.54666666666665,10.908626256113903,10.191187287221986,0.5,20.33333333333333,10.142146046111346,6.8,1.1,1.0,2.3,0.0,4.5,2.0,0.0,2.0,1.7857950889403,near,dense,0.0,0.0,118,2,4,1,6,0.1623272626354965,11.198509484529495
57,39.0,-0.34857444,-0.0874397766666666,-0.2099242666666666,304.6766666666667,-124.42,14.318253259577329,-6.053679400208388,0.5,18.666666666666668,24.720346066875056,4.3,1.3999999999999997,2.0,0.4000000000000001,0.6,3.2999999999999994,1.0,1.0,3.0,2.608085950443178,far,dense,0.0,0.0,115,2,3,2,3,1.1150332611229539,11.410150676965714
11,37.0,-0.334576075,-0.0830030016666666,-0.3321495816666667,455.99500000000006,-117.37333333333332,16.070702474903985,-0.7034875897659477,0.5,33.333333333333336,34.03682092309928,7.2,0.5,2.0,0.0,0.0,7.2,0.0,0.0,8.0,2.953935425076633,far,dense,-1.0,-1.25,113,2,4,1,6,0.056107007876598086,15.904965996742249
29,48.0,-0.2121878,-0.0645092966666666,-0.35094998,817.2400000000001,-31.319999999999997,-5.117280983732162,-30.275027233310453,-0.5,26.33333333333333,56.60836056664379,3.0,0.4000000000000001,2.0,0.4000000000000001,0.0,2.6,1.0,0.0,3.0,1.316693107720204,far,dense,2.0,0.75,122,2,1,2,1,18.50390901723703,19.24668848514557
56,29.0,-0.2909586233333333,-0.0575025166666666,-0.2679307833333333,439.8233333333333,93.82666666666668,19.330492279697623,5.196307401842529,0.5,40.0,34.803692598157475,3.2999999999999994,1.1,2.0,1.7,0.5,1.1,2.0,1.0,2.0,3.2559236740432738,far,dense,0.0,0.0,122,2,3,2,3,0.8392171794483849,16.598065197467804
23,78.0,-0.46323967,-0.0811330366666666,-0.2269638766666666,199.88333333333333,-155.69000000000003,10.420703496785544,-4.8481681727828,0.5,11.0,15.8481681727828,10.2,2.1,4.0,5.5,2.1,2.6,3.0,1.0,4.0,3.427574560611969,far,non_dense,99.0,99.0,112,2,4,1,6,0.5867033352369857,8.409734070301056
15,30.0,-0.1884919366666666,-0.1548259366666666,-0.2236507766666666,91.0333333333333,-121.81333333333332,14.658545323001556,12.14508264100274,0.5,19.33333333333333,7.188250692330594,3.9,0.6,2.0,0.4000000000000001,0.4000000000000001,3.1,1.0,1.0,4.0,2.590847667092565,far,dense,0.0,0.0,123,1,1,2,1,1.5680145370592102,10.596058517694473
73,59.0,-0.3766381066666667,-0.1891332533333333,-0.2547114366666667,257.74,-194.36,7.652194186408837,-14.358906548598732,0.5,5.666666666666667,20.0255732152654,7.7,3.0,3.0,0.8000000000000002,3.2999999999999994,3.6,1.0,2.0,3.0,2.790426147307283,near,non_dense,0.0,0.0,114,2,1,1,1,0.005360346894192976,7.667151838541031
39,59.0,-0.3114191973333333,-0.182664106,-0.283049794,207.8846666666667,-127.59466666666668,10.364427370170272,-1.0658403868061057,0.5,15.733333333333333,16.79917372013944,7.1,0.7,3.0,0.0,1.5,5.6,0.0,1.0,5.0,3.670223323701377,near,non_dense,0.0,0.0,114,2,5,1,6,0.012684920294027874,10.410983860492706
50,37.0,-0.3714045866666666,0.0390583333333333,-0.3313910916666666,297.79,-25.471666666666675,18.285841338111023,16.182139800026455,0.5,40.5,24.31786019997355,6.599999999999999,3.2999999999999994,2.0,0.0,0.0,6.599999999999999,0.0,0.0,7.0,3.32585563499552,far,dense,0.0,0.0,117,1,1,1,1,1.1500770044810336,14.46085125207901
24,79.0,-0.2509994666666666,-0.0980652766666666,-0.2696257316666666,-122.42833333333334,55.59166666666667,-10.157970471504433,8.017575330506858,-0.5,-1.0,-9.017575330506856,8.7,0.5,4.0,3.2000000000000006,0.0,5.5,1.0,0.0,2.0,3.556297940901215,far,non_dense,0.0,0.0,117,3,4,2,6,1.7992496709842654,-3.759302571415901
73,73.0,-0.3344292833333333,-0.1462934633333333,-0.2231855699999999,86.38333333333333,-188.24,6.604462558386423,11.288291432275384,0.5,18.0,6.711708567724616,8.6,2.4,4.0,2.5,2.6,3.5,2.0,1.0,4.0,2.2244091721208776,far,non_dense,0.0,0.0,114,2,1,1,1,1.521562927380903,9.989041090011597
32,36.0,-0.2690727699999999,-0.1275415866666666,-0.2332526333333333,490.5466666666666,-190.98,17.37240359156048,-8.121237882873222,0.5,32.0,40.12123788287322,1.0,1.3999999999999997,2.0,0.0,0.5,0.5,0.0,1.0,1.0,4.10387208787918,far,dense,-0.5,-0.5,114,2,5,1,6,0.012713693807332622,17.424578964710236
39,16.0,-0.3015586033333333,-0.1140331766666666,-0.3697605133333333,350.4666666666667,-28.813333333333333,15.370679191370511,-20.987901276489747,0.5,7.333333333333333,28.32123460982308,1.5,0.5,1.0,0.0,0.0,1.5,0.0,0.0,2.0,2.527488170074466,near,dense,0.0,0.0,114,2,5,1,6,2.629104027692921,8.725649863481522
15,59.0,-0.1839776533333333,-0.1721294066666666,-0.2048274233333333,445.95,-136.29,12.4897946606849,-14.364127885418926,0.5,20.0,34.364127885418924,9.7,1.0,3.0,6.2,3.5,0.0,6.0,1.0,0.0,4.5510480751172695,near,non_dense,0.0,0.0,123,1,1,2,1,0.12102053955599246,13.040564954280853
23,67.0,-0.28958403,-0.3039761466666666,-0.2325303633333333,-321.57666666666665,-210.1533333333333,-15.800632588743907,0.163545314759304,-0.5,-25.33333333333333,-25.49687864809264,2.7000000000000006,0.9,3.0,1.7,0.0,1.0,2.0,0.0,2.0,5.220675241855048,near,non_dense,99.0,99.0,112,2,4,1,6,0.290185138456094,-14.285670220851898
59,61.0,-0.3166211466666667,-0.1305291333333333,-0.19074473,378.445,3.464999999999994,17.70467028139758,-12.67074165811816,0.5,15.833333333333334,28.504074991451493,4.7,0.6999999999999998,3.0,0.0,0.0,4.7,0.0,0.0,5.0,7.816009670608563,near,non_dense,0.0,0.0,119,2,2,2,2,0.8400507982412255,11.138825118541718
38,7.0,-0.4508583633333333,-0.0789335711111111,-0.2062718755555555,262.3666666666666,-69.52222222222223,12.826546339832904,-9.83221430245137,0.5,11.88888888888889,21.72110319134026,6.5,0.5,1.0,0.5,0.0,6.0,1.0,0.0,9.0,1.5246065585400856,near,dense,2.0,2.0,115,2,1,2,1,2.338414270554758,9.26138460636139
32,42.0,-0.2877440066666667,-0.3925152,-0.2816692,-474.0133333333333,-178.33666666666667,-20.162058788560984,3.768995895029382,-0.5,-35.0,-38.76899589502938,0.5,2.1,2.0,0.5,0.0,0.0,1.0,0.0,0.0,2.659165886207406,far,dense,-0.5,-0.5,114,2,5,1,6,0.620109989815653,-18.513083457946777
63,15.0,-0.2723409233333333,-0.1058511833333333,-0.2162069066666666,358.4433333333333,-120.76666666666664,14.166794108286354,15.483692831587854,0.5,42.333333333333336,26.84964050174548,2.4,1.1,1.0,0.0,0.0,2.4,0.0,0.0,2.0,2.2750207984482174,near,dense,99.0,99.0,119,2,1,1,1,0.2754006836289071,14.793336391448975
